t_ms,pitch_deg,roll_deg,height_mm,u_thrust,u_roll,u_pitch
126.000,1.8902,0.3906,50.4162,-0.0074,-0.0004,-0.0020
126.100,1.9116,0.3887,50.4156,-0.0074,-0.0004,-0.0021
126.200,1.9369,0.3867,50.4150,-0.0074,-0.0004,-0.0022
126.300,1.9665,0.3846,50.4144,-0.0074,-0.0004,-0.0022
126.400,2.0009,0.3823,50.4138,-0.0074,-0.0004,-0.0023
126.500,2.0403,0.3799,50.4132,-0.0074,-0.0004,-0.0024
126.600,2.0851,0.3773,50.4127,-0.0074,-0.0005,-0.0025
126.700,2.1354,0.3746,50.4122,-0.0074,-0.0005,-0.0026
126.800,2.1914,0.3717,50.4117,-0.0074,-0.0005,-0.0027
126.900,2.2530,0.3687,50.4113,-0.0074,-0.0005,-0.0028
127.000,2.3203,0.3655,50.4109,-0.0074,-0.0005,-0.0030
127.100,2.3931,0.3622,50.4106,-0.0074,-0.0005,-0.0032
127.200,2.4711,0.3587,50.4104,-0.0074,-0.0005,-0.0034
127.300,2.5539,0.3551,50.4103,-0.0074,-0.0005,-0.0036
127.400,2.6411,0.3515,50.4103,-0.0074,-0.0005,-0.0038
127.500,2.7321,0.3477,50.4104,-0.0074,-0.0005,-0.0041
127.600,2.8263,0.3438,50.4106,-0.0075,-0.0005,-0.0044
127.700,2.9230,0.3400,50.4109,-0.0075,-0.0005,-0.0047
127.800,3.0215,0.3360,50.4113,-0.0075,-0.0005,-0.0050
127.900,3.1208,0.3321,50.4119,-0.0075,-0.0005,-0.0053
128.000,3.2203,0.3282,50.4125,-0.0075,-0.0005,-0.0056
128.100,3.3190,0.3244,50.4132,-0.0075,-0.0005,-0.0060
128.200,3.4161,0.3207,50.4141,-0.0075,-0.0005,-0.0063
128.300,3.5108,0.3170,50.4151,-0.0075,-0.0005,-0.0067
128.400,3.6025,0.3135,50.4162,-0.0075,-0.0005,-0.0070
128.500,3.6903,0.3101,50.4173,-0.0075,-0.0005,-0.0074
128.600,3.7738,0.3068,50.4186,-0.0075,-0.0005,-0.0077
128.700,3.8523,0.3037,50.4199,-0.0075,-0.0005,-0.0081
128.800,3.9256,0.3008,50.4213,-0.0076,-0.0005,-0.0084
128.900,3.9932,0.2981,50.4228,-0.0076,-0.0005,-0.0088
129.000,4.0551,0.2956,50.4244,-0.0076,-0.0005,-0.0091
129.100,4.1110,0.2932,50.4260,-0.0076,-0.0005,-0.0094
129.200,4.1611,0.2911,50.4276,-0.0076,-0.0005,-0.0097
129.300,4.2054,0.2891,50.4292,-0.0076,-0.0005,-0.0099
129.400,4.2441,0.2873,50.4309,-0.0076,-0.0005,-0.0102
129.500,4.2775,0.2857,50.4326,-0.0077,-0.0005,-0.0104
129.600,4.3060,0.2842,50.4342,-0.0077,-0.0005,-0.0106
129.700,4.3298,0.2828,50.4359,-0.0077,-0.0005,-0.0108
129.800,4.3495,0.2816,50.4375,-0.0077,-0.0005,-0.0110
129.900,4.3654,0.2804,50.4391,-0.0077,-0.0005,-0.0111
130.000,4.3781,0.2794,50.4406,-0.0077,-0.0005,-0.0112
130.100,4.3878,0.2784,50.4421,-0.0078,-0.0005,-0.0113
130.200,4.3952,0.2775,50.4436,-0.0078,-0.0005,-0.0114
130.300,4.4004,0.2767,50.4449,-0.0078,-0.0005,-0.0115
130.400,4.4040,0.2759,50.4462,-0.0078,-0.0005,-0.0116
130.500,4.4062,0.2751,50.4474,-0.0078,-0.0005,-0.0116
130.600,4.4074,0.2743,50.4486,-0.0078,-0.0005,-0.0116
130.700,4.4079,0.2736,50.4496,-0.0078,-0.0005,-0.0116
130.800,4.4079,0.2728,50.4506,-0.0078,-0.0005,-0.0116
130.900,4.4078,0.2720,50.4514,-0.0079,-0.0005,-0.0116
131.000,4.4077,0.2712,50.4522,-0.0079,-0.0005,-0.0116
131.100,4.4078,0.2704,50.4529,-0.0079,-0.0005,-0.0116
131.200,4.4082,0.2696,50.4534,-0.0079,-0.0005,-0.0116
131.300,4.4089,0.2687,50.4539,-0.0079,-0.0005,-0.0116
131.400,4.4098,0.2678,50.4542,-0.0079,-0.0005,-0.0116
131.500,4.4109,0.2669,50.4545,-0.0079,-0.0005,-0.0115
131.600,4.4119,0.2660,50.4546,-0.0079,-0.0005,-0.0115
131.700,4.4127,0.2651,50.4547,-0.0079,-0.0005,-0.0115
131.800,4.4128,0.2642,50.4547,-0.0079,-0.0005,-0.0115
131.900,4.4118,0.2634,50.4546,-0.0079,-0.0005,-0.0114
132.000,4.4093,0.2627,50.4544,-0.0079,-0.0005,-0.0114
132.100,4.4048,0.2621,50.4542,-0.0079,-0.0005,-0.0114
132.200,4.3978,0.2616,50.4539,-0.0079,-0.0005,-0.0113
132.300,4.3877,0.2612,50.4535,-0.0079,-0.0005,-0.0113
132.400,4.3742,0.2610,50.4531,-0.0079,-0.0005,-0.0112
132.500,4.3567,0.2610,50.4527,-0.0079,-0.0005,-0.0112
132.600,4.3349,0.2613,50.4523,-0.0079,-0.0005,-0.0111
132.700,4.3084,0.2617,50.4519,-0.0079,-0.0005,-0.0111
132.800,4.2768,0.2624,50.4514,-0.0079,-0.0005,-0.0110
132.900,4.2401,0.2634,50.4510,-0.0079,-0.0005,-0.0109
133.000,4.1979,0.2647,50.4506,-0.0079,-0.0005,-0.0108
133.100,4.1502,0.2662,50.4502,-0.0079,-0.0005,-0.0107
133.200,4.0972,0.2680,50.4499,-0.0079,-0.0005,-0.0105
133.300,4.0387,0.2701,50.4496,-0.0079,-0.0005,-0.0104
133.400,3.9752,0.2725,50.4493,-0.0079,-0.0005,-0.0102
133.500,3.9068,0.2751,50.4492,-0.0079,-0.0005,-0.0100
133.600,3.8339,0.2780,50.4490,-0.0079,-0.0005,-0.0098
133.700,3.7571,0.2811,50.4490,-0.0079,-0.0005,-0.0096
133.800,3.6770,0.2844,50.4490,-0.0079,-0.0005,-0.0093
133.900,3.5940,0.2879,50.4491,-0.0079,-0.0005,-0.0091
134.000,3.5090,0.2915,50.4493,-0.0079,-0.0005,-0.0088
134.100,3.4228,0.2952,50.4496,-0.0079,-0.0004,-0.0085
134.200,3.3360,0.2990,50.4500,-0.0079,-0.0004,-0.0082
134.300,3.2495,0.3029,50.4504,-0.0079,-0.0004,-0.0079
134.400,3.1641,0.3067,50.4510,-0.0079,-0.0004,-0.0075
134.500,3.0806,0.3104,50.4516,-0.0079,-0.0004,-0.0072
134.600,2.9997,0.3141,50.4524,-0.0079,-0.0004,-0.0068
134.700,2.9220,0.3177,50.4532,-0.0079,-0.0004,-0.0065
134.800,2.8483,0.3211,50.4541,-0.0079,-0.0004,-0.0062
134.900,2.7790,0.3243,50.4551,-0.0079,-0.0004,-0.0058
135.000,2.7146,0.3274,50.4561,-0.0079,-0.0004,-0.0055
135.100,2.6555,0.3302,50.4572,-0.0079,-0.0004,-0.0052
135.200,2.6018,0.3328,50.4584,-0.0079,-0.0004,-0.0049
135.300,2.5537,0.3352,50.4596,-0.0079,-0.0004,-0.0046
135.400,2.5113,0.3373,50.4609,-0.0079,-0.0004,-0.0043
135.500,2.4745,0.3392,50.4622,-0.0079,-0.0004,-0.0041
135.600,2.4432,0.3408,50.4635,-0.0079,-0.0004,-0.0038
135.700,2.4171,0.3422,50.4648,-0.0079,-0.0004,-0.0036
135.800,2.3959,0.3434,50.4661,-0.0079,-0.0004,-0.0034
135.900,2.3794,0.3444,50.4674,-0.0079,-0.0004,-0.0032
136.000,2.3671,0.3452,50.4687,-0.0080,-0.0004,-0.0030
136.100,2.3586,0.3458,50.4700,-0.0080,-0.0004,-0.0029
136.200,2.3535,0.3462,50.4712,-0.0080,-0.0004,-0.0028
136.300,2.3513,0.3465,50.4724,-0.0080,-0.0004,-0.0027
136.400,2.3517,0.3467,50.4735,-0.0080,-0.0004,-0.0026
136.500,2.3542,0.3468,50.4746,-0.0080,-0.0004,-0.0025
136.600,2.3585,0.3468,50.4756,-0.0080,-0.0004,-0.0025
136.700,2.3642,0.3467,50.4765,-0.0080,-0.0004,-0.0024
136.800,2.3710,0.3466,50.4774,-0.0080,-0.0004,-0.0024
136.900,2.3787,0.3464,50.4782,-0.0080,-0.0004,-0.0024
137.000,2.3868,0.3462,50.4788,-0.0080,-0.0004,-0.0024
137.100,2.3951,0.3460,50.4794,-0.0081,-0.0004,-0.0024
137.200,2.4035,0.3457,50.4799,-0.0081,-0.0004,-0.0024
137.300,2.4116,0.3454,50.4803,-0.0081,-0.0004,-0.0024
137.400,2.4195,0.3452,50.4806,-0.0081,-0.0004,-0.0024
137.500,2.4270,0.3449,50.4808,-0.0081,-0.0004,-0.0024
137.600,2.4342,0.3446,50.4808,-0.0081,-0.0004,-0.0025
137.700,2.4411,0.3444,50.4808,-0.0081,-0.0004,-0.0025
137.800,2.4480,0.3441,50.4807,-0.0081,-0.0004,-0.0025
137.900,2.4550,0.3438,50.4805,-0.0081,-0.0004,-0.0026
138.000,2.4624,0.3435,50.4802,-0.0081,-0.0004,-0.0026
138.100,2.4708,0.3432,50.4798,-0.0081,-0.0004,-0.0026
138.200,2.4805,0.3429,50.4793,-0.0081,-0.0004,-0.0027
138.300,2.4919,0.3425,50.4788,-0.0081,-0.0004,-0.0027
138.400,2.5058,0.3420,50.4782,-0.0081,-0.0004,-0.0027
138.500,2.5225,0.3414,50.4776,-0.0081,-0.0004,-0.0028
138.600,2.5427,0.3407,50.4769,-0.0081,-0.0004,-0.0028
138.700,2.5666,0.3399,50.4762,-0.0081,-0.0004,-0.0029
138.800,2.5950,0.3389,50.4756,-0.0081,-0.0004,-0.0029
138.900,2.6280,0.3378,50.4749,-0.0081,-0.0004,-0.0030
139.000,2.6661,0.3365,50.4742,-0.0081,-0.0004,-0.0031
139.100,2.7095,0.3351,50.4736,-0.0081,-0.0004,-0.0032
139.200,2.7585,0.3335,50.4730,-0.0081,-0.0004,-0.0033
139.300,2.8131,0.3317,50.4725,-0.0081,-0.0004,-0.0034
139.400,2.8734,0.3297,50.4720,-0.0081,-0.0004,-0.0035
139.500,2.9393,0.3275,50.4715,-0.0081,-0.0004,-0.0037
139.600,3.0107,0.3252,50.4712,-0.0081,-0.0004,-0.0039
139.700,3.0873,0.3227,50.4709,-0.0081,-0.0004,-0.0041
139.800,3.1687,0.3201,50.4707,-0.0081,-0.0004,-0.0043
139.900,3.2545,0.3173,50.4707,-0.0081,-0.0004,-0.0045
140.000,3.3441,0.3145,50.4707,-0.0081,-0.0004,-0.0047
140.100,3.4369,0.3115,50.4708,-0.0081,-0.0004,-0.0050
140.200,3.5322,0.3085,50.4710,-0.0081,-0.0004,-0.0053
140.300,3.6292,0.3054,50.4714,-0.0081,-0.0004,-0.0056
140.400,3.7271,0.3024,50.4718,-0.0081,-0.0004,-0.0059
140.500,3.8251,0.2993,50.4724,-0.0081,-0.0004,-0.0063
140.600,3.9223,0.2963,50.4731,-0.0081,-0.0004,-0.0066
140.700,4.0180,0.2933,50.4739,-0.0081,-0.0004,-0.0069
140.800,4.1112,0.2905,50.4748,-0.0081,-0.0004,-0.0073
140.900,4.2014,0.2878,50.4758,-0.0081,-0.0004,-0.0076
141.000,4.2877,0.2852,50.4770,-0.0081,-0.0004,-0.0080
141.100,4.3697,0.2827,50.4782,-0.0082,-0.0004,-0.0084
141.200,4.4467,0.2804,50.4794,-0.0082,-0.0004,-0.0087
141.300,4.5185,0.2784,50.4808,-0.0082,-0.0004,-0.0090
141.400,4.5846,0.2765,50.4822,-0.0082,-0.0004,-0.0094
141.500,4.6449,0.2748,50.4837,-0.0082,-0.0004,-0.0097
141.600,4.6993,0.2733,50.4852,-0.0082,-0.0004,-0.0100
141.700,4.7478,0.2720,50.4868,-0.0082,-0.0004,-0.0103
141.800,4.7906,0.2709,50.4884,-0.0082,-0.0004,-0.0105
141.900,4.8278,0.2700,50.4900,-0.0082,-0.0004,-0.0108
142.000,4.8597,0.2692,50.4916,-0.0083,-0.0004,-0.0110
142.100,4.8866,0.2686,50.4933,-0.0083,-0.0004,-0.0112
142.200,4.9089,0.2682,50.4949,-0.0083,-0.0004,-0.0114
142.300,4.9271,0.2679,50.4964,-0.0083,-0.0004,-0.0115
142.400,4.9415,0.2677,50.4980,-0.0083,-0.0004,-0.0117
142.500,4.9526,0.2677,50.4995,-0.0083,-0.0004,-0.0118
142.600,4.9608,0.2677,50.5009,-0.0083,-0.0004,-0.0119
142.700,4.9666,0.2677,50.5023,-0.0083,-0.0004,-0.0120
142.800,4.9703,0.2679,50.5036,-0.0084,-0.0004,-0.0120
142.900,4.9724,0.2681,50.5048,-0.0084,-0.0004,-0.0121
143.000,4.9731,0.2683,50.5060,-0.0084,-0.0004,-0.0121
143.100,4.9727,0.2685,50.5071,-0.0084,-0.0004,-0.0121
143.200,4.9717,0.2687,50.5081,-0.0084,-0.0004,-0.0122
143.300,4.9702,0.2690,50.5090,-0.0084,-0.0004,-0.0122
143.400,4.9685,0.2692,50.5098,-0.0084,-0.0004,-0.0122
143.500,4.9669,0.2694,50.5105,-0.0084,-0.0004,-0.0121
143.600,4.9655,0.2696,50.5111,-0.0084,-0.0004,-0.0121
143.700,4.9644,0.2698,50.5116,-0.0084,-0.0004,-0.0121
143.800,4.9636,0.2700,50.5120,-0.0084,-0.0004,-0.0121
143.900,4.9630,0.2701,50.5123,-0.0085,-0.0004,-0.0120
144.000,4.9625,0.2702,50.5125,-0.0085,-0.0004,-0.0120
144.100,4.9620,0.2703,50.5126,-0.0085,-0.0004,-0.0120
144.200,4.9612,0.2705,50.5126,-0.0085,-0.0004,-0.0120
144.300,4.9598,0.2706,50.5126,-0.0085,-0.0004,-0.0119
144.400,4.9573,0.2708,50.5124,-0.0085,-0.0004,-0.0119
144.500,4.9533,0.2711,50.5122,-0.0085,-0.0004,-0.0119
144.600,4.9473,0.2715,50.5119,-0.0085,-0.0004,-0.0118
144.700,4.9388,0.2720,50.5115,-0.0085,-0.0004,-0.0118
144.800,4.9272,0.2726,50.5111,-0.0085,-0.0004,-0.0117
144.900,4.9122,0.2734,50.5107,-0.0085,-0.0004,-0.0117
145.000,4.8933,0.2744,50.5102,-0.0085,-0.0004,-0.0116
145.100,4.8700,0.2756,50.5097,-0.0085,-0.0004,-0.0116
145.200,4.8420,0.2770,50.5093,-0.0085,-0.0004,-0.0115
145.300,4.8090,0.2786,50.5088,-0.0084,-0.0004,-0.0114
145.400,4.7708,0.2805,50.5083,-0.0084,-0.0004,-0.0113
145.500,4.7273,0.2827,50.5078,-0.0084,-0.0004,-0.0112
145.600,4.6782,0.2851,50.5074,-0.0084,-0.0004,-0.0111
145.700,4.6238,0.2877,50.5070,-0.0084,-0.0004,-0.0109
145.800,4.5640,0.2907,50.5066,-0.0084,-0.0004,-0.0108
145.900,4.4991,0.2939,50.5063,-0.0084,-0.0004,-0.0106
146.000,4.4294,0.2973,50.5061,-0.0084,-0.0004,-0.0104
146.100,4.3552,0.3010,50.5059,-0.0084,-0.0004,-0.0102
146.200,4.2771,0.3048,50.5057,-0.0084,-0.0003,-0.0100
146.300,4.1956,0.3088,50.5057,-0.0084,-0.0003,-0.0097
146.400,4.1114,0.3130,50.5057,-0.0084,-0.0003,-0.0094
146.500,4.0251,0.3173,50.5059,-0.0084,-0.0003,-0.0092
146.600,3.9375,0.3217,50.5061,-0.0084,-0.0003,-0.0089
146.700,3.8494,0.3262,50.5064,-0.0084,-0.0003,-0.0085
146.800,3.7616,0.3306,50.5067,-0.0084,-0.0003,-0.0082
146.900,3.6749,0.3350,50.5072,-0.0084,-0.0003,-0.0079
147.000,3.5901,0.3394,50.5078,-0.0084,-0.0003,-0.0075
147.100,3.5078,0.3437,50.5084,-0.0084,-0.0003,-0.0072
147.200,3.4288,0.3478,50.5092,-0.0084,-0.0003,-0.0069
147.300,3.3537,0.3518,50.5100,-0.0084,-0.0003,-0.0065
147.400,3.2830,0.3556,50.5109,-0.0084,-0.0003,-0.0062
147.500,3.2172,0.3592,50.5118,-0.0084,-0.0003,-0.0059
147.600,3.1566,0.3626,50.5129,-0.0084,-0.0003,-0.0055
147.700,3.1015,0.3657,50.5139,-0.0084,-0.0003,-0.0052
147.800,3.0520,0.3686,50.5151,-0.0084,-0.0003,-0.0049
147.900,3.0081,0.3713,50.5162,-0.0084,-0.0003,-0.0046
148.000,2.9698,0.3737,50.5174,-0.0084,-0.0003,-0.0044
148.100,2.9369,0.3759,50.5186,-0.0084,-0.0003,-0.0041
148.200,2.9093,0.3778,50.5199,-0.0084,-0.0003,-0.0039
148.300,2.8865,0.3795,50.5211,-0.0084,-0.0003,-0.0037
148.400,2.8684,0.3811,50.5223,-0.0084,-0.0002,-0.0035
148.500,2.8545,0.3824,50.5235,-0.0084,-0.0002,-0.0034
148.600,2.8444,0.3836,50.5247,-0.0084,-0.0002,-0.0032
148.700,2.8377,0.3846,50.5258,-0.0084,-0.0002,-0.0031
148.800,2.8339,0.3855,50.5269,-0.0084,-0.0002,-0.0030
148.900,2.8327,0.3862,50.5279,-0.0084,-0.0002,-0.0029
149.000,2.8335,0.3869,50.5289,-0.0084,-0.0002,-0.0028
149.100,2.8362,0.3875,50.5298,-0.0084,-0.0002,-0.0028
149.200,2.8403,0.3880,50.5307,-0.0084,-0.0002,-0.0027
149.300,2.8455,0.3884,50.5314,-0.0085,-0.0002,-0.0027
149.400,2.8515,0.3888,50.5321,-0.0085,-0.0002,-0.0027
149.500,2.8580,0.3892,50.5327,-0.0085,-0.0002,-0.0026
149.600,2.8647,0.3895,50.5332,-0.0085,-0.0002,-0.0026
149.700,2.8714,0.3898,50.5336,-0.0085,-0.0002,-0.0027
149.800,2.8779,0.3902,50.5338,-0.0085,-0.0002,-0.0027
149.900,2.8841,0.3905,50.5340,-0.0085,-0.0002,-0.0027
150.000,2.8899,0.3908,50.5341,-0.0085,-0.0002,-0.0027
150.100,2.8955,0.3912,50.5341,-0.0085,-0.0002,-0.0027
150.200,2.9008,0.3915,50.5340,-0.0085,-0.0002,-0.0027
150.300,2.9060,0.3919,50.5337,-0.0085,-0.0002,-0.0028
150.400,2.9113,0.3922,50.5334,-0.0085,-0.0002,-0.0028
150.500,2.9171,0.3925,50.5330,-0.0085,-0.0002,-0.0028
150.600,2.9238,0.3928,50.5325,-0.0085,-0.0002,-0.0029
150.700,2.9318,0.3930,50.5320,-0.0085,-0.0002,-0.0029
150.800,2.9417,0.3932,50.5313,-0.0085,-0.0002,-0.0029
150.900,2.9539,0.3933,50.5307,-0.0085,-0.0002,-0.0030
151.000,2.9690,0.3933,50.5299,-0.0085,-0.0002,-0.0030
151.100,2.9874,0.3931,50.5292,-0.0085,-0.0002,-0.0030
151.200,3.0098,0.3929,50.5284,-0.0085,-0.0002,-0.0031
151.300,3.0365,0.3924,50.5277,-0.0085,-0.0002,-0.0031
151.400,3.0679,0.3919,50.5269,-0.0085,-0.0002,-0.0032
151.500,3.1043,0.3911,50.5261,-0.0085,-0.0002,-0.0033
151.600,3.1461,0.3902,50.5254,-0.0085,-0.0002,-0.0034
151.700,3.1935,0.3890,50.5247,-0.0085,-0.0002,-0.0035
151.800,3.2465,0.3877,50.5241,-0.0085,-0.0002,-0.0036
151.900,3.3052,0.3862,50.5235,-0.0085,-0.0002,-0.0037
152.000,3.3695,0.3844,50.5230,-0.0085,-0.0002,-0.0039
152.100,3.4393,0.3825,50.5225,-0.0084,-0.0002,-0.0040
152.200,3.5143,0.3804,50.5222,-0.0084,-0.0002,-0.0042
152.300,3.5941,0.3782,50.5219,-0.0084,-0.0002,-0.0044
152.400,3.6783,0.3758,50.5217,-0.0084,-0.0002,-0.0047
152.500,3.7663,0.3732,50.5217,-0.0084,-0.0002,-0.0049
152.600,3.8575,0.3706,50.5217,-0.0084,-0.0002,-0.0052
152.700,3.9512,0.3679,50.5219,-0.0084,-0.0002,-0.0055
152.800,4.0466,0.3651,50.5221,-0.0084,-0.0003,-0.0058
152.900,4.1429,0.3623,50.5225,-0.0084,-0.0003,-0.0061
153.000,4.2392,0.3595,50.5230,-0.0084,-0.0003,-0.0064
153.100,4.3349,0.3567,50.5236,-0.0084,-0.0003,-0.0067
153.200,4.4289,0.3540,50.5243,-0.0084,-0.0003,-0.0071
153.300,4.5205,0.3514,50.5252,-0.0085,-0.0003,-0.0074
153.400,4.6090,0.3488,50.5261,-0.0085,-0.0003,-0.0078
153.500,4.6937,0.3465,50.5271,-0.0085,-0.0003,-0.0081
153.600,4.7741,0.3443,50.5283,-0.0085,-0.0003,-0.0085
153.700,4.8495,0.3422,50.5295,-0.0085,-0.0003,-0.0088
153.800,4.9195,0.3404,50.5308,-0.0085,-0.0003,-0.0091
153.900,4.9840,0.3387,50.5321,-0.0085,-0.0003,-0.0095
154.000,5.0427,0.3373,50.5335,-0.0085,-0.0003,-0.0098
154.100,5.0954,0.3361,50.5350,-0.0085,-0.0003,-0.0101
154.200,5.1423,0.3350,50.5365,-0.0085,-0.0003,-0.0104
154.300,5.1834,0.3342,50.5380,-0.0085,-0.0003,-0.0106
154.400,5.2189,0.3336,50.5395,-0.0085,-0.0003,-0.0109
154.500,5.2491,0.3331,50.5411,-0.0086,-0.0003,-0.0111
154.600,5.2743,0.3329,50.5426,-0.0086,-0.0003,-0.0113
154.700,5.2949,0.3328,50.5442,-0.0086,-0.0003,-0.0114
154.800,5.3114,0.3328,50.5457,-0.0086,-0.0003,-0.0116
154.900,5.3241,0.3329,50.5471,-0.0086,-0.0003,-0.0117
155.000,5.3335,0.3332,50.5485,-0.0086,-0.0003,-0.0119
155.100,5.3400,0.3336,50.5499,-0.0086,-0.0003,-0.0119
155.200,5.3441,0.3340,50.5512,-0.0086,-0.0003,-0.0120
155.300,5.3461,0.3345,50.5525,-0.0086,-0.0003,-0.0121
155.400,5.3465,0.3350,50.5536,-0.0086,-0.0003,-0.0121
155.500,5.3455,0.3356,50.5547,-0.0087,-0.0003,-0.0122
155.600,5.3434,0.3363,50.5557,-0.0087,-0.0003,-0.0122
155.700,5.3407,0.3369,50.5567,-0.0087,-0.0003,-0.0122
155.800,5.3375,0.3375,50.5575,-0.0087,-0.0003,-0.0122
155.900,5.3341,0.3381,50.5582,-0.0087,-0.0003,-0.0122
156.000,5.3308,0.3388,50.5589,-0.0087,-0.0003,-0.0122
156.100,5.3277,0.3394,50.5594,-0.0087,-0.0003,-0.0121
156.200,5.3249,0.3399,50.5599,-0.0087,-0.0003,-0.0121
156.300,5.3224,0.3405,50.5602,-0.0087,-0.0003,-0.0121
156.400,5.3201,0.3410,50.5604,-0.0087,-0.0003,-0.0121
156.500,5.3179,0.3416,50.5605,-0.0087,-0.0003,-0.0120
156.600,5.3157,0.3421,50.5606,-0.0087,-0.0003,-0.0120
156.700,5.3132,0.3426,50.5605,-0.0087,-0.0003,-0.0120
156.800,5.3100,0.3432,50.5604,-0.0087,-0.0003,-0.0119
156.900,5.3058,0.3438,50.5601,-0.0087,-0.0003,-0.0119
157.000,5.3001,0.3445,50.5598,-0.0087,-0.0003,-0.0118
157.100,5.2924,0.3452,50.5595,-0.0087,-0.0003,-0.0118
157.200,5.2822,0.3461,50.5590,-0.0087,-0.0003,-0.0118
157.300,5.2690,0.3471,50.5586,-0.0087,-0.0003,-0.0117
157.400,5.2523,0.3483,50.5581,-0.0087,-0.0003,-0.0117
157.500,5.2317,0.3497,50.5575,-0.0087,-0.0003,-0.0116
157.600,5.2068,0.3512,50.5570,-0.0087,-0.0003,-0.0115
157.700,5.1772,0.3530,50.5564,-0.0087,-0.0003,-0.0115
157.800,5.1426,0.3549,50.5558,-0.0087,-0.0002,-0.0114
157.900,5.1028,0.3571,50.5553,-0.0087,-0.0002,-0.0113
158.000,5.0576,0.3596,50.5547,-0.0087,-0.0002,-0.0112
158.100,5.0070,0.3623,50.5542,-0.0087,-0.0002,-0.0110
158.200,4.9510,0.3653,50.5538,-0.0086,-0.0002,-0.0109
158.300,4.8896,0.3685,50.5533,-0.0086,-0.0002,-0.0107
158.400,4.8232,0.3719,50.5529,-0.0086,-0.0002,-0.0105
158.500,4.7519,0.3756,50.5526,-0.0086,-0.0002,-0.0103
158.600,4.6763,0.3794,50.5523,-0.0086,-0.0002,-0.0101
158.700,4.5967,0.3835,50.5521,-0.0086,-0.0002,-0.0099
158.800,4.5137,0.3877,50.5520,-0.0086,-0.0002,-0.0096
158.900,4.4280,0.3920,50.5519,-0.0086,-0.0002,-0.0094
159.000,4.3402,0.3965,50.5520,-0.0086,-0.0002,-0.0091
159.100,4.2512,0.4010,50.5521,-0.0086,-0.0002,-0.0088
159.200,4.1616,0.4055,50.5523,-0.0086,-0.0002,-0.0085
159.300,4.0723,0.4101,50.5526,-0.0086,-0.0002,-0.0081
159.400,3.9842,0.4146,50.5530,-0.0086,-0.0002,-0.0078
159.500,3.8978,0.4190,50.5535,-0.0086,-0.0002,-0.0075
159.600,3.8141,0.4233,50.5540,-0.0085,-0.0002,-0.0071
159.700,3.7336,0.4275,50.5547,-0.0085,-0.0002,-0.0068
159.800,3.6570,0.4315,50.5554,-0.0085,-0.0002,-0.0064
159.900,3.5848,0.4354,50.5562,-0.0085,-0.0002,-0.0061
160.000,3.5175,0.4390,50.5570,-0.0085,-0.0001,-0.0058
160.100,3.4553,0.4424,50.5580,-0.0085,-0.0001,-0.0054
160.200,3.3986,0.4456,50.5589,-0.0085,-0.0001,-0.0051
160.300,3.3475,0.4485,50.5600,-0.0085,-0.0001,-0.0048
160.400,3.3021,0.4512,50.5610,-0.0085,-0.0001,-0.0045
160.500,3.2622,0.4537,50.5621,-0.0085,-0.0001,-0.0043
160.600,3.2277,0.4559,50.5632,-0.0085,-0.0001,-0.0040
160.700,3.1984,0.4579,50.5644,-0.0085,-0.0001,-0.0038
160.800,3.1741,0.4597,50.5655,-0.0085,-0.0001,-0.0036
160.900,3.1544,0.4613,50.5666,-0.0085,-0.0001,-0.0034
161.000,3.1388,0.4627,50.5677,-0.0085,-0.0001,-0.0032
161.100,3.1271,0.4639,50.5688,-0.0086,-0.0001,-0.0031
161.200,3.1187,0.4650,50.5698,-0.0086,-0.0001,-0.0030
161.300,3.1132,0.4659,50.5708,-0.0086,-0.0001,-0.0028
161.400,3.1103,0.4668,50.5717,-0.0086,-0.0001,-0.0028
161.500,3.1096,0.4675,50.5726,-0.0086,-0.0001,-0.0027
161.600,3.1106,0.4682,50.5734,-0.0086,-0.0001,-0.0026
161.700,3.1130,0.4688,50.5741,-0.0086,-0.0001,-0.0026
161.800,3.1165,0.4693,50.5748,-0.0086,-0.0001,-0.0025
161.900,3.1208,0.4698,50.5754,-0.0086,-0.0001,-0.0025
162.000,3.1256,0.4703,50.5758,-0.0086,-0.0001,-0.0025
162.100,3.1307,0.4707,50.5762,-0.0086,-0.0001,-0.0025
162.200,3.1357,0.4712,50.5765,-0.0086,-0.0001,-0.0025
162.300,3.1405,0.4716,50.5767,-0.0086,-0.0001,-0.0025
162.400,3.1450,0.4720,50.5768,-0.0086,-0.0001,-0.0025
162.500,3.1492,0.4725,50.5768,-0.0086,-0.0001,-0.0025
162.600,3.1531,0.4729,50.5766,-0.0086,-0.0001,-0.0026
162.700,3.1567,0.4734,50.5764,-0.0086,-0.0001,-0.0026
162.800,3.1602,0.4739,50.5761,-0.0086,-0.0001,-0.0026
162.900,3.1638,0.4743,50.5757,-0.0086,-0.0001,-0.0026
163.000,3.1680,0.4747,50.5752,-0.0086,-0.0001,-0.0027
163.100,3.1730,0.4751,50.5746,-0.0086,-0.0001,-0.0027
163.200,3.1793,0.4755,50.5739,-0.0086,-0.0001,-0.0027
163.300,3.1875,0.4758,50.5732,-0.0086,-0.0001,-0.0027
163.400,3.1980,0.4760,50.5724,-0.0086,-0.0001,-0.0028
163.500,3.2114,0.4761,50.5716,-0.0086,-0.0001,-0.0028
163.600,3.2282,0.4760,50.5707,-0.0086,-0.0001,-0.0028
