t_ms,pitch_deg,roll_deg,height_mm,u_thrust,u_roll,u_pitch
0.000,10.0000,-10.1511,49.9999,0.0000,0.0000,-0.0075
0.100,9.9997,-10.1511,49.9997,-0.0001,-0.0142,-0.0136
0.200,9.9992,-10.1510,49.9994,-0.0002,-0.0110,-0.0185
0.300,9.9986,-10.1510,49.9990,-0.0002,-0.0117,-0.0226
0.400,9.9981,-10.1509,49.9985,-0.0003,-0.0115,-0.0258
0.500,9.9982,-10.1509,49.9979,-0.0003,-0.0115,-0.0284
0.600,9.9991,-10.1508,49.9972,-0.0003,-0.0115,-0.0306
0.700,10.0013,-10.1508,49.9965,-0.0003,-0.0114,-0.0322
0.800,10.0054,-10.1509,49.9957,-0.0004,-0.0114,-0.0336
0.900,10.0119,-10.1509,49.9949,-0.0004,-0.0114,-0.0347
1.000,10.0211,-10.1510,49.9940,-0.0004,-0.0113,-0.0355
1.100,10.0338,-10.1512,49.9931,-0.0004,-0.0113,-0.0362
1.200,10.0503,-10.1513,49.9921,-0.0004,-0.0113,-0.0367
1.300,10.0711,-10.1515,49.9912,-0.0003,-0.0112,-0.0371
1.400,10.0965,-10.1516,49.9903,-0.0003,-0.0112,-0.0374
1.500,10.1270,-10.1516,49.9893,-0.0003,-0.0112,-0.0377
1.600,10.1626,-10.1515,49.9885,-0.0003,-0.0111,-0.0378
1.700,10.2037,-10.1512,49.9876,-0.0003,-0.0111,-0.0380
1.800,10.2503,-10.1507,49.9868,-0.0003,-0.0111,-0.0381
1.900,10.3025,-10.1499,49.9861,-0.0003,-0.0110,-0.0382
2.000,10.3600,-10.1487,49.9854,-0.0003,-0.0110,-0.0383
2.100,10.4228,-10.1471,49.9848,-0.0003,-0.0110,-0.0383
2.200,10.4905,-10.1450,49.9843,-0.0002,-0.0110,-0.0384
2.300,10.5628,-10.1423,49.9839,-0.0002,-0.0109,-0.0385
2.400,10.6391,-10.1389,49.9836,-0.0002,-0.0109,-0.0386
2.500,10.7189,-10.1348,49.9834,-0.0002,-0.0109,-0.0387
2.600,10.8016,-10.1299,49.9833,-0.0002,-0.0108,-0.0388
2.700,10.8863,-10.1242,49.9833,-0.0002,-0.0108,-0.0389
2.800,10.9723,-10.1176,49.9835,-0.0002,-0.0108,-0.0390
2.900,11.0588,-10.1102,49.9837,-0.0002,-0.0107,-0.0391
3.000,11.1450,-10.1018,49.9841,-0.0002,-0.0107,-0.0393
3.100,11.2299,-10.0924,49.9846,-0.0002,-0.0107,-0.0394
3.200,11.3128,-10.0821,49.9852,-0.0002,-0.0106,-0.0395
3.300,11.3929,-10.0709,49.9859,-0.0002,-0.0106,-0.0397
3.400,11.4695,-10.0588,49.9868,-0.0002,-0.0106,-0.0399
3.500,11.5418,-10.0458,49.9877,-0.0002,-0.0105,-0.0400
3.600,11.6092,-10.0319,49.9887,-0.0002,-0.0105,-0.0401
3.700,11.6714,-10.0173,49.9898,-0.0002,-0.0104,-0.0403
3.800,11.7279,-10.0019,49.9910,-0.0002,-0.0104,-0.0404
3.900,11.7785,-9.9858,49.9923,-0.0002,-0.0104,-0.0405
4.000,11.8229,-9.9691,49.9936,-0.0002,-0.0103,-0.0406
4.100,11.8611,-9.9518,49.9949,-0.0002,-0.0103,-0.0407
4.200,11.8932,-9.9340,49.9963,-0.0002,-0.0102,-0.0408
4.300,11.9192,-9.9158,49.9978,-0.0002,-0.0102,-0.0409
4.400,11.9395,-9.8972,49.9992,-0.0002,-0.0102,-0.0409
4.500,11.9542,-9.8783,50.0006,-0.0002,-0.0101,-0.0409
4.600,11.9639,-9.8592,50.0021,-0.0002,-0.0101,-0.0409
4.700,11.9688,-9.8398,50.0035,-0.0002,-0.0100,-0.0408
4.800,11.9694,-9.8203,50.0049,-0.0002,-0.0100,-0.0408
4.900,11.9662,-9.8006,50.0062,-0.0002,-0.0099,-0.0407
5.000,11.9596,-9.7808,50.0075,-0.0002,-0.0099,-0.0406
5.100,11.9501,-9.7610,50.0088,-0.0002,-0.0099,-0.0405
5.200,11.9382,-9.7411,50.0099,-0.0002,-0.0098,-0.0404
5.300,11.9241,-9.7212,50.0111,-0.0002,-0.0098,-0.0402
5.400,11.9083,-9.7013,50.0121,-0.0002,-0.0097,-0.0401
5.500,11.8912,-9.6814,50.0131,-0.0002,-0.0097,-0.0399
5.600,11.8731,-9.6614,50.0140,-0.0002,-0.0097,-0.0397
5.700,11.8543,-9.6416,50.0147,-0.0002,-0.0096,-0.0395
5.800,11.8351,-9.6217,50.0154,-0.0002,-0.0096,-0.0393
5.900,11.8158,-9.6019,50.0161,-0.0002,-0.0095,-0.0391
6.000,11.7966,-9.5821,50.0166,-0.0002,-0.0095,-0.0389
6.100,11.7776,-9.5624,50.0170,-0.0002,-0.0095,-0.0387
6.200,11.7589,-9.5427,50.0173,-0.0002,-0.0094,-0.0385
6.300,11.7406,-9.5231,50.0175,-0.0002,-0.0094,-0.0383
6.400,11.7225,-9.5035,50.0175,-0.0002,-0.0094,-0.0380
6.500,11.7046,-9.4839,50.0175,-0.0002,-0.0093,-0.0378
6.600,11.6867,-9.4644,50.0174,-0.0002,-0.0093,-0.0376
6.700,11.6685,-9.4449,50.0172,-0.0002,-0.0092,-0.0373
6.800,11.6496,-9.4254,50.0169,-0.0002,-0.0092,-0.0371
6.900,11.6296,-9.4058,50.0166,-0.0002,-0.0092,-0.0369
7.000,11.6079,-9.3863,50.0161,-0.0002,-0.0091,-0.0367
7.100,11.5842,-9.3667,50.0156,-0.0002,-0.0091,-0.0364
7.200,11.5577,-9.3470,50.0150,-0.0002,-0.0091,-0.0362
7.300,11.5281,-9.3272,50.0144,-0.0002,-0.0090,-0.0360
7.400,11.4947,-9.3072,50.0138,-0.0002,-0.0090,-0.0358
7.500,11.4571,-9.2871,50.0131,-0.0002,-0.0090,-0.0355
7.600,11.4148,-9.2667,50.0124,-0.0002,-0.0089,-0.0353
7.700,11.3675,-9.2460,50.0116,-0.0002,-0.0089,-0.0350
7.800,11.3147,-9.2251,50.0109,-0.0001,-0.0089,-0.0347
7.900,11.2564,-9.2037,50.0102,-0.0001,-0.0088,-0.0345
8.000,11.1922,-9.1820,50.0095,-0.0001,-0.0088,-0.0342
8.100,11.1221,-9.1598,50.0088,-0.0001,-0.0088,-0.0339
8.200,11.0460,-9.1370,50.0081,-0.0001,-0.0087,-0.0335
8.300,10.9641,-9.1137,50.0075,-0.0001,-0.0087,-0.0332
8.400,10.8766,-9.0898,50.0069,-0.0001,-0.0086,-0.0328
8.500,10.7837,-9.0653,50.0064,-0.0001,-0.0086,-0.0324
8.600,10.6859,-9.0401,50.0059,-0.0001,-0.0086,-0.0320
8.700,10.5836,-9.0142,50.0055,-0.0001,-0.0085,-0.0316
8.800,10.4775,-8.9876,50.0051,-0.0000,-0.0085,-0.0312
8.900,10.3682,-8.9602,50.0049,-0.0000,-0.0085,-0.0307
9.000,10.2564,-8.9322,50.0047,-0.0000,-0.0084,-0.0303
9.100,10.1430,-8.9035,50.0045,-0.0000,-0.0084,-0.0298
9.200,10.0288,-8.8741,50.0045,-0.0000,-0.0083,-0.0293
9.300,9.9147,-8.8440,50.0045,0.0000,-0.0083,-0.0288
9.400,9.8014,-8.8134,50.0047,0.0000,-0.0083,-0.0282
9.500,9.6899,-8.7821,50.0049,0.0000,-0.0082,-0.0277
9.600,9.5809,-8.7504,50.0052,0.0000,-0.0082,-0.0272
9.700,9.4751,-8.7182,50.0055,0.0000,-0.0081,-0.0266
9.800,9.3733,-8.6856,50.0059,0.0000,-0.0081,-0.0261
9.900,9.2760,-8.6527,50.0065,0.0001,-0.0081,-0.0256
10.000,9.1838,-8.6194,50.0070,0.0001,-0.0080,-0.0250
10.100,9.0969,-8.5860,50.0077,0.0001,-0.0080,-0.0245
10.200,9.0157,-8.5523,50.0083,0.0001,-0.0079,-0.0240
10.300,8.9403,-8.5185,50.0091,0.0001,-0.0079,-0.0235
10.400,8.8708,-8.4847,50.0098,0.0001,-0.0078,-0.0231
10.500,8.8072,-8.4508,50.0106,0.0001,-0.0078,-0.0226
10.600,8.7493,-8.4168,50.0114,0.0001,-0.0078,-0.0222
10.700,8.6969,-8.3829,50.0123,0.0001,-0.0077,-0.0218
10.800,8.6497,-8.3491,50.0131,0.0001,-0.0077,-0.0214
10.900,8.6074,-8.3153,50.0139,0.0001,-0.0076,-0.0210
11.000,8.5695,-8.2816,50.0147,0.0001,-0.0076,-0.0207
11.100,8.5356,-8.2480,50.0155,0.0001,-0.0075,-0.0204
11.200,8.5054,-8.2145,50.0162,0.0001,-0.0075,-0.0201
11.300,8.4782,-8.1811,50.0169,0.0001,-0.0075,-0.0198
11.400,8.4538,-8.1478,50.0175,0.0000,-0.0074,-0.0195
11.500,8.4317,-8.1145,50.0181,0.0000,-0.0074,-0.0193
11.600,8.4115,-8.0814,50.0186,0.0000,-0.0073,-0.0191
11.700,8.3928,-8.0483,50.0191,0.0000,-0.0073,-0.0189
11.800,8.3753,-8.0154,50.0195,0.0000,-0.0073,-0.0187
11.900,8.3588,-7.9825,50.0197,0.0000,-0.0072,-0.0185
12.000,8.3428,-7.9497,50.0199,0.0000,-0.0072,-0.0183
12.100,8.3272,-7.9170,50.0201,0.0000,-0.0071,-0.0182
12.200,8.3116,-7.8843,50.0201,0.0000,-0.0071,-0.0180
12.300,8.2958,-7.8517,50.0200,0.0000,-0.0071,-0.0179
12.400,8.2798,-7.8192,50.0198,0.0000,-0.0070,-0.0177
12.500,8.2635,-7.7866,50.0195,0.0000,-0.0070,-0.0176
12.600,8.2468,-7.7542,50.0191,0.0000,-0.0070,-0.0175
12.700,8.2300,-7.7218,50.0186,0.0000,-0.0069,-0.0173
12.800,8.2130,-7.6894,50.0180,0.0000,-0.0069,-0.0172
12.900,8.1963,-7.6571,50.0173,0.0000,-0.0069,-0.0171
13.000,8.1800,-7.6249,50.0165,0.0000,-0.0068,-0.0170
13.100,8.1646,-7.5928,50.0157,0.0000,-0.0068,-0.0169
13.200,8.1506,-7.5607,50.0147,0.0000,-0.0067,-0.0167
13.300,8.1384,-7.5288,50.0137,0.0000,-0.0067,-0.0166
13.400,8.1286,-7.4970,50.0127,0.0000,-0.0067,-0.0165
13.500,8.1217,-7.4653,50.0116,0.0000,-0.0066,-0.0164
13.600,8.1182,-7.4338,50.0105,0.0001,-0.0066,-0.0163
13.700,8.1187,-7.4023,50.0093,0.0001,-0.0066,-0.0162
13.800,8.1234,-7.3711,50.0082,0.0001,-0.0065,-0.0161
13.900,8.1330,-7.3400,50.0071,0.0001,-0.0065,-0.0161
14.000,8.1476,-7.3090,50.0060,0.0001,-0.0065,-0.0160
14.100,8.1675,-7.2781,50.0049,0.0001,-0.0064,-0.0159
14.200,8.1930,-7.2473,50.0038,0.0001,-0.0064,-0.0159
14.300,8.2242,-7.2166,50.0028,0.0001,-0.0064,-0.0159
14.400,8.2610,-7.1860,50.0019,0.0001,-0.0063,-0.0159
14.500,8.3034,-7.1554,50.0010,0.0001,-0.0063,-0.0159
14.600,8.3513,-7.1248,50.0003,0.0001,-0.0063,-0.0159
14.700,8.4043,-7.0942,49.9996,0.0001,-0.0062,-0.0160
14.800,8.4621,-7.0636,49.9990,0.0001,-0.0062,-0.0161
14.900,8.5241,-7.0329,49.9985,0.0001,-0.0062,-0.0162
15.000,8.5899,-7.0020,49.9981,0.0001,-0.0062,-0.0163
15.100,8.6588,-6.9710,49.9978,0.0001,-0.0061,-0.0164
15.200,8.7301,-6.9399,49.9976,0.0001,-0.0061,-0.0166
15.300,8.8029,-6.9085,49.9976,0.0001,-0.0061,-0.0167
15.400,8.8765,-6.8770,49.9976,0.0001,-0.0060,-0.0169
15.500,8.9501,-6.8452,49.9978,0.0001,-0.0060,-0.0171
15.600,9.0227,-6.8131,49.9981,0.0001,-0.0060,-0.0173
15.700,9.0936,-6.7808,49.9985,0.0001,-0.0059,-0.0176
15.800,9.1620,-6.7482,49.9991,0.0001,-0.0059,-0.0178
15.900,9.2271,-6.7153,49.9997,0.0001,-0.0059,-0.0180
16.000,9.2882,-6.6821,50.0004,0.0001,-0.0058,-0.0182
16.100,9.3448,-6.6487,50.0013,0.0001,-0.0058,-0.0184
16.200,9.3964,-6.6150,50.0022,0.0001,-0.0058,-0.0187
16.300,9.4425,-6.5811,50.0032,0.0001,-0.0057,-0.0189
16.400,9.4828,-6.5469,50.0043,0.0001,-0.0057,-0.0191
16.500,9.5172,-6.5126,50.0054,0.0001,-0.0057,-0.0193
16.600,9.5457,-6.4780,50.0066,0.0001,-0.0056,-0.0194
16.700,9.5681,-6.4433,50.0078,0.0001,-0.0056,-0.0196
16.800,9.5847,-6.4084,50.0090,0.0001,-0.0056,-0.0197
16.900,9.5957,-6.3734,50.0103,0.0001,-0.0055,-0.0198
17.000,9.6013,-6.3383,50.0115,0.0000,-0.0055,-0.0199
17.100,9.6018,-6.3032,50.0128,0.0000,-0.0055,-0.0200
17.200,9.5977,-6.2679,50.0140,0.0000,-0.0054,-0.0200
17.300,9.5895,-6.2327,50.0152,0.0000,-0.0054,-0.0201
17.400,9.5774,-6.1974,50.0164,0.0000,-0.0054,-0.0201
17.500,9.5621,-6.1621,50.0175,-0.0000,-0.0053,-0.0201
17.600,9.5439,-6.1268,50.0186,-0.0000,-0.0053,-0.0200
17.700,9.5232,-6.0916,50.0196,-0.0000,-0.0053,-0.0200
17.800,9.5006,-6.0563,50.0205,-0.0000,-0.0052,-0.0199
17.900,9.4762,-6.0212,50.0214,-0.0000,-0.0052,-0.0199
18.000,9.4506,-5.9860,50.0222,-0.0001,-0.0052,-0.0198
18.100,9.4239,-5.9510,50.0229,-0.0001,-0.0051,-0.0197
18.200,9.3966,-5.9160,50.0235,-0.0001,-0.0051,-0.0196
18.300,9.3689,-5.8811,50.0241,-0.0001,-0.0051,-0.0194
18.400,9.3411,-5.8463,50.0245,-0.0001,-0.0051,-0.0193
18.500,9.3135,-5.8116,50.0248,-0.0001,-0.0050,-0.0192
18.600,9.2860,-5.7770,50.0250,-0.0001,-0.0050,-0.0190
18.700,9.2589,-5.7425,50.0252,-0.0001,-0.0050,-0.0189
18.800,9.2321,-5.7081,50.0252,-0.0001,-0.0049,-0.0188
18.900,9.2055,-5.6737,50.0251,-0.0001,-0.0049,-0.0186
19.000,9.1791,-5.6395,50.0249,-0.0001,-0.0049,-0.0185
19.100,9.1528,-5.6053,50.0246,-0.0001,-0.0048,-0.0183
19.200,9.1261,-5.5711,50.0243,-0.0001,-0.0048,-0.0182
19.300,9.0987,-5.5370,50.0238,-0.0001,-0.0048,-0.0180
19.400,9.0703,-5.5029,50.0233,-0.0001,-0.0047,-0.0179
19.500,9.0403,-5.4688,50.0227,-0.0001,-0.0047,-0.0177
19.600,9.0082,-5.4347,50.0220,-0.0001,-0.0047,-0.0176
19.700,8.9735,-5.4006,50.0212,-0.0001,-0.0047,-0.0174
19.800,8.9357,-5.3664,50.0204,-0.0001,-0.0046,-0.0173
19.900,8.8942,-5.3321,50.0196,-0.0001,-0.0046,-0.0171
20.000,8.8487,-5.2977,50.0188,-0.0001,-0.0046,-0.0169
20.100,8.7986,-5.2632,50.0179,-0.0001,-0.0045,-0.0168
20.200,8.7436,-5.2285,50.0170,-0.0001,-0.0045,-0.0166
20.300,8.6834,-5.1936,50.0161,-0.0001,-0.0045,-0.0164
20.400,8.6178,-5.1586,50.0153,-0.0001,-0.0045,-0.0162
20.500,8.5465,-5.1233,50.0144,-0.0001,-0.0044,-0.0160
20.600,8.4694,-5.0879,50.0136,-0.0000,-0.0044,-0.0157
20.700,8.3867,-5.0521,50.0128,-0.0000,-0.0044,-0.0155
20.800,8.2983,-5.0162,50.0120,-0.0000,-0.0043,-0.0152
20.900,8.2046,-4.9800,50.0113,-0.0000,-0.0043,-0.0149
21.000,8.1057,-4.9435,50.0106,-0.0000,-0.0043,-0.0146
21.100,8.0022,-4.9068,50.0100,-0.0000,-0.0042,-0.0143
21.200,7.8945,-4.8699,50.0095,-0.0000,-0.0042,-0.0139
21.300,7.7832,-4.8327,50.0091,0.0000,-0.0042,-0.0136
21.400,7.6690,-4.7953,50.0087,0.0000,-0.0041,-0.0132
21.500,7.5526,-4.7577,50.0084,0.0000,-0.0041,-0.0128
21.600,7.4347,-4.7200,50.0082,0.0000,-0.0041,-0.0124
21.700,7.3163,-4.6821,50.0081,0.0000,-0.0040,-0.0119
21.800,7.1982,-4.6441,50.0081,0.0000,-0.0040,-0.0115
21.900,7.0812,-4.6059,50.0081,0.0000,-0.0040,-0.0110
22.000,6.9661,-4.5678,50.0083,0.0000,-0.0040,-0.0106
22.100,6.8537,-4.5296,50.0085,0.0001,-0.0039,-0.0101
22.200,6.7447,-4.4914,50.0088,0.0001,-0.0039,-0.0097
22.300,6.6398,-4.4532,50.0092,0.0001,-0.0039,-0.0092
22.400,6.5396,-4.4151,50.0097,0.0001,-0.0038,-0.0088
22.500,6.4444,-4.3771,50.0103,0.0001,-0.0038,-0.0083
22.600,6.3548,-4.3392,50.0109,0.0001,-0.0038,-0.0079
22.700,6.2708,-4.3015,50.0116,0.0001,-0.0037,-0.0075
22.800,6.1928,-4.2639,50.0123,0.0001,-0.0037,-0.0071
22.900,6.1207,-4.2264,50.0131,0.0001,-0.0037,-0.0067
23.000,6.0544,-4.1891,50.0139,0.0001,-0.0036,-0.0063
23.100,5.9939,-4.1520,50.0147,0.0001,-0.0036,-0.0059
23.200,5.9389,-4.1151,50.0155,0.0001,-0.0036,-0.0056
23.300,5.8891,-4.0784,50.0163,0.0000,-0.0035,-0.0053
23.400,5.8442,-4.0418,50.0172,0.0000,-0.0035,-0.0050
23.500,5.8037,-4.0054,50.0180,0.0000,-0.0035,-0.0047
23.600,5.7672,-3.9691,50.0188,0.0000,-0.0035,-0.0045
23.700,5.7343,-3.9330,50.0195,0.0000,-0.0034,-0.0043
23.800,5.7045,-3.8970,50.0202,0.0000,-0.0034,-0.0041
23.900,5.6774,-3.8612,50.0209,0.0000,-0.0034,-0.0039
24.000,5.6526,-3.8255,50.0215,0.0000,-0.0033,-0.0037
24.100,5.6297,-3.7899,50.0220,-0.0000,-0.0033,-0.0036
24.200,5.6083,-3.7544,50.0225,-0.0000,-0.0033,-0.0034
24.300,5.5882,-3.7191,50.0229,-0.0000,-0.0033,-0.0033
24.400,5.5689,-3.6838,50.0232,-0.0000,-0.0032,-0.0032
24.500,5.5503,-3.6487,50.0234,-0.0000,-0.0032,-0.0031
24.600,5.5319,-3.6136,50.0236,-0.0000,-0.0032,-0.0030
24.700,5.5136,-3.5787,50.0236,-0.0000,-0.0031,-0.0029
24.800,5.4951,-3.5438,50.0235,-0.0000,-0.0031,-0.0029
24.900,5.4764,-3.5090,50.0234,-0.0000,-0.0031,-0.0028
25.000,5.4573,-3.4743,50.0231,-0.0001,-0.0031,-0.0027
25.100,5.4379,-3.4396,50.0227,-0.0001,-0.0030,-0.0027
25.200,5.4183,-3.4050,50.0222,-0.0001,-0.0030,-0.0026
25.300,5.3986,-3.3705,50.0216,-0.0001,-0.0030,-0.0026
25.400,5.3791,-3.3361,50.0210,-0.0001,-0.0030,-0.0025
25.500,5.3601,-3.3017,50.0202,-0.0001,-0.0029,-0.0024
25.600,5.3420,-3.2674,50.0194,-0.0001,-0.0029,-0.0024
25.700,5.3253,-3.2332,50.0184,-0.0001,-0.0029,-0.0023
25.800,5.3104,-3.1991,50.0175,-0.0001,-0.0029,-0.0023
25.900,5.2979,-3.1651,50.0164,-0.0001,-0.0028,-0.0023
26.000,5.2884,-3.1311,50.0154,-0.0000,-0.0028,-0.0022
26.100,5.2823,-3.0973,50.0143,-0.0000,-0.0028,-0.0022
26.200,5.2801,-3.0636,50.0132,-0.0000,-0.0028,-0.0021
26.300,5.2823,-3.0300,50.0120,-0.0000,-0.0027,-0.0021
26.400,5.2893,-2.9966,50.0109,-0.0000,-0.0027,-0.0021
26.500,5.3014,-2.9633,50.0098,-0.0000,-0.0027,-0.0021
26.600,5.3190,-2.9302,50.0088,-0.0000,-0.0027,-0.0021
26.700,5.3422,-2.8972,50.0077,-0.0000,-0.0026,-0.0022
26.800,5.3711,-2.8643,50.0068,-0.0000,-0.0026,-0.0022
26.900,5.4057,-2.8316,50.0058,-0.0000,-0.0026,-0.0023
27.000,5.4461,-2.7991,50.0050,-0.0000,-0.0026,-0.0023
27.100,5.4920,-2.7668,50.0042,0.0000,-0.0025,-0.0024
27.200,5.5432,-2.7346,50.0035,0.0000,-0.0025,-0.0025
27.300,5.5993,-2.7026,50.0029,0.0000,-0.0025,-0.0027
27.400,5.6598,-2.6707,50.0024,0.0000,-0.0025,-0.0028
27.500,5.7242,-2.6391,50.0020,0.0000,-0.0024,-0.0030
27.600,5.7919,-2.6076,50.0018,0.0000,-0.0024,-0.0032
27.700,5.8621,-2.5762,50.0016,0.0000,-0.0024,-0.0034
27.800,5.9340,-2.5450,50.0015,0.0000,-0.0024,-0.0037
27.900,6.0069,-2.5140,50.0016,0.0000,-0.0023,-0.0039
28.000,6.0799,-2.4831,50.0018,0.0000,-0.0023,-0.0042
28.100,6.1522,-2.4524,50.0021,0.0000,-0.0023,-0.0044
28.200,6.2229,-2.4217,50.0025,-0.0000,-0.0023,-0.0047
28.300,6.2912,-2.3913,50.0030,-0.0000,-0.0023,-0.0050
28.400,6.3564,-2.3609,50.0037,-0.0000,-0.0022,-0.0053
28.500,6.4179,-2.3307,50.0044,-0.0000,-0.0022,-0.0056
28.600,6.4749,-2.3006,50.0052,-0.0000,-0.0022,-0.0058
28.700,6.5270,-2.2706,50.0061,-0.0000,-0.0022,-0.0061
28.800,6.5738,-2.2407,50.0071,-0.0000,-0.0022,-0.0064
28.900,6.6150,-2.2108,50.0082,-0.0001,-0.0021,-0.0067
29.000,6.6503,-2.1811,50.0093,-0.0001,-0.0021,-0.0069
29.100,6.6798,-2.1515,50.0104,-0.0001,-0.0021,-0.0071
29.200,6.7034,-2.1220,50.0116,-0.0001,-0.0021,-0.0073
29.300,6.7211,-2.0925,50.0128,-0.0001,-0.0021,-0.0075
29.400,6.7333,-2.0631,50.0141,-0.0001,-0.0020,-0.0077
29.500,6.7402,-2.0338,50.0153,-0.0001,-0.0020,-0.0079
29.600,6.7421,-2.0046,50.0166,-0.0001,-0.0020,-0.0080
29.700,6.7394,-1.9754,50.0178,-0.0001,-0.0020,-0.0081
29.800,6.7325,-1.9463,50.0190,-0.0002,-0.0020,-0.0082
29.900,6.7219,-1.9173,50.0202,-0.0002,-0.0019,-0.0083
30.000,6.7080,-1.8884,50.0213,-0.0002,-0.0019,-0.0083
30.100,6.6913,-1.8595,50.0223,-0.0002,-0.0019,-0.0084
30.200,6.6721,-1.8307,50.0233,-0.0002,-0.0019,-0.0084
30.300,6.6509,-1.8020,50.0243,-0.0002,-0.0019,-0.0084
30.400,6.6280,-1.7734,50.0251,-0.0002,-0.0018,-0.0084
30.500,6.6038,-1.7449,50.0259,-0.0002,-0.0018,-0.0084
30.600,6.5787,-1.7165,50.0266,-0.0002,-0.0018,-0.0083
30.700,6.5528,-1.6882,50.0273,-0.0002,-0.0018,-0.0083
30.800,6.5266,-1.6599,50.0278,-0.0003,-0.0018,-0.0082
30.900,6.5002,-1.6318,50.0282,-0.0003,-0.0017,-0.0081
31.000,6.4739,-1.6039,50.0285,-0.0003,-0.0017,-0.0081
31.100,6.4479,-1.5760,50.0288,-0.0003,-0.0017,-0.0080
31.200,6.4222,-1.5482,50.0289,-0.0003,-0.0017,-0.0079
31.300,6.3967,-1.5205,50.0289,-0.0003,-0.0017,-0.0078
31.400,6.3716,-1.4929,50.0288,-0.0003,-0.0017,-0.0077
31.500,6.3465,-1.4654,50.0287,-0.0003,-0.0016,-0.0076
31.600,6.3215,-1.4380,50.0284,-0.0003,-0.0016,-0.0075
31.700,6.2962,-1.4106,50.0280,-0.0003,-0.0016,-0.0075
31.800,6.2702,-1.3832,50.0275,-0.0003,-0.0016,-0.0074
31.900,6.2431,-1.3558,50.0270,-0.0003,-0.0016,-0.0073
32.000,6.2145,-1.3284,50.0264,-0.0003,-0.0015,-0.0072
32.100,6.1839,-1.3010,50.0257,-0.0003,-0.0015,-0.0071
32.200,6.1506,-1.2735,50.0250,-0.0003,-0.0015,-0.0070
32.300,6.1143,-1.2458,50.0242,-0.0003,-0.0015,-0.0069
32.400,6.0744,-1.2181,50.0234,-0.0003,-0.0015,-0.0068
32.500,6.0305,-1.1902,50.0225,-0.0003,-0.0015,-0.0067
32.600,5.9821,-1.1622,50.0217,-0.0003,-0.0014,-0.0065
32.700,5.9288,-1.1340,50.0208,-0.0003,-0.0014,-0.0064
32.800,5.8705,-1.1057,50.0199,-0.0003,-0.0014,-0.0063
32.900,5.8067,-1.0771,50.0191,-0.0003,-0.0014,-0.0061
33.000,5.7374,-1.0484,50.0182,-0.0003,-0.0014,-0.0059
33.100,5.6626,-1.0195,50.0174,-0.0003,-0.0013,-0.0058
33.200,5.5821,-0.9904,50.0166,-0.0002,-0.0013,-0.0056
33.300,5.4961,-0.9611,50.0159,-0.0002,-0.0013,-0.0053
33.400,5.4049,-0.9316,50.0153,-0.0002,-0.0013,-0.0051
33.500,5.3087,-0.9021,50.0146,-0.0002,-0.0013,-0.0048
33.600,5.2079,-0.8723,50.0141,-0.0002,-0.0012,-0.0046
33.700,5.1031,-0.8425,50.0136,-0.0002,-0.0012,-0.0043
33.800,4.9948,-0.8127,50.0132,-0.0002,-0.0012,-0.0040
33.900,4.8837,-0.7827,50.0129,-0.0002,-0.0012,-0.0036
34.000,4.7706,-0.7528,50.0127,-0.0002,-0.0012,-0.0033
34.100,4.6562,-0.7229,50.0126,-0.0002,-0.0011,-0.0029
34.200,4.5413,-0.6931,50.0126,-0.0002,-0.0011,-0.0026
34.300,4.4268,-0.6634,50.0126,-0.0002,-0.0011,-0.0022
34.400,4.3135,-0.6338,50.0128,-0.0002,-0.0011,-0.0018
34.500,4.2022,-0.6044,50.0131,-0.0002,-0.0011,-0.0014
34.600,4.0937,-0.5752,50.0134,-0.0002,-0.0010,-0.0010
34.700,3.9887,-0.5462,50.0138,-0.0002,-0.0010,-0.0006
34.800,3.8878,-0.5175,50.0144,-0.0002,-0.0010,-0.0002
34.900,3.7916,-0.4890,50.0150,-0.0002,-0.0010,0.0002
35.000,3.7005,-0.4608,50.0157,-0.0002,-0.0010,0.0006
35.100,3.6150,-0.4329,50.0164,-0.0002,-0.0009,0.0010
35.200,3.5352,-0.4054,50.0172,-0.0002,-0.0009,0.0014
35.300,3.4612,-0.3781,50.0181,-0.0002,-0.0009,0.0017
35.400,3.3933,-0.3511,50.0190,-0.0002,-0.0009,0.0021
35.500,3.3311,-0.3244,50.0199,-0.0002,-0.0009,0.0024
35.600,3.2748,-0.2981,50.0209,-0.0002,-0.0008,0.0027
35.700,3.2239,-0.2719,50.0219,-0.0002,-0.0008,0.0030
35.800,3.1782,-0.2461,50.0229,-0.0002,-0.0008,0.0032
35.900,3.1373,-0.2205,50.0239,-0.0002,-0.0008,0.0034
36.000,3.1008,-0.1951,50.0248,-0.0002,-0.0008,0.0037
36.100,3.0683,-0.1699,50.0258,-0.0002,-0.0008,0.0039
36.200,3.0394,-0.1449,50.0267,-0.0002,-0.0008,0.0040
36.300,3.0136,-0.1201,50.0275,-0.0002,-0.0007,0.0042
36.400,2.9905,-0.0955,50.0283,-0.0002,-0.0007,0.0043
36.500,2.9697,-0.0709,50.0291,-0.0003,-0.0007,0.0044
36.600,2.9507,-0.0466,50.0298,-0.0003,-0.0007,0.0045
36.700,2.9333,-0.0223,50.0304,-0.0003,-0.0007,0.0046
36.800,2.9171,0.0018,50.0310,-0.0003,-0.0007,0.0047
36.900,2.9017,0.0258,50.0314,-0.0003,-0.0006,0.0048
37.000,2.8870,0.0497,50.0318,-0.0003,-0.0006,0.0048
