t_s,stroke_deg,pitch_deg,alpha_deg,speed_mps
0.29710,-59.751,11.986,11.986,0.01975
0.29720,-59.768,11.593,11.593,0.01908
0.29730,-59.784,11.197,11.197,0.01840
0.29740,-59.800,10.800,10.800,0.01772
0.29750,-59.815,10.401,10.401,0.01704
0.29760,-59.830,9.999,9.999,0.01636
0.29770,-59.843,9.597,9.597,0.01568
0.29780,-59.857,9.192,9.192,0.01500
0.29790,-59.869,8.786,8.786,0.01431
0.29800,-59.882,8.378,8.378,0.01363
0.29810,-59.893,7.969,7.969,0.01295
0.29820,-59.904,7.558,7.558,0.01227
0.29830,-59.914,7.146,7.146,0.01159
0.29840,-59.924,6.732,6.732,0.01091
0.29850,-59.933,6.317,6.317,0.01023
0.29860,-59.942,5.902,5.902,0.00955
0.29870,-59.950,5.485,5.485,0.00887
0.29880,-59.957,5.067,5.067,0.00818
0.29890,-59.964,4.648,4.648,0.00750
0.29900,-59.970,4.228,4.228,0.00682
0.29910,-59.976,3.807,3.807,0.00614
0.29920,-59.981,3.386,3.386,0.00546
0.29930,-59.985,2.964,2.964,0.00477
0.29940,-59.989,2.542,2.542,0.00409
0.29950,-59.993,2.119,2.119,0.00341
0.29960,-59.995,1.696,1.696,0.00273
0.29970,-59.997,1.272,1.272,0.00205
0.29980,-59.999,0.848,0.848,0.00136
0.29990,-60.000,0.424,0.424,0.00068
0.30000,-60.000,0.000,49.009,0.00000
0.30010,-60.000,-0.424,0.424,0.00068
0.30020,-59.999,-0.848,0.848,0.00136
0.30030,-59.997,-1.272,1.272,0.00205
0.30040,-59.995,-1.696,1.696,0.00273
0.30050,-59.993,-2.119,2.119,0.00341
0.30060,-59.989,-2.542,2.542,0.00409
0.30070,-59.985,-2.964,2.964,0.00477
0.30080,-59.981,-3.386,3.386,0.00546
0.30090,-59.976,-3.807,3.807,0.00614
0.30100,-59.970,-4.228,4.228,0.00682
0.30110,-59.964,-4.648,4.648,0.00750
0.30120,-59.957,-5.067,5.067,0.00818
0.30130,-59.950,-5.485,5.485,0.00887
0.30140,-59.942,-5.902,5.902,0.00955
0.30150,-59.933,-6.317,6.317,0.01023
0.30160,-59.924,-6.732,6.732,0.01091
0.30170,-59.914,-7.146,7.146,0.01159
0.30180,-59.904,-7.558,7.558,0.01227
0.30190,-59.893,-7.969,7.969,0.01295
0.30200,-59.882,-8.378,8.378,0.01363
0.30210,-59.869,-8.786,8.786,0.01431
0.30220,-59.857,-9.192,9.192,0.01500
0.30230,-59.843,-9.597,9.597,0.01568
0.30240,-59.830,-9.999,9.999,0.01636
0.30250,-59.815,-10.401,10.401,0.01704
0.30260,-59.800,-10.800,10.800,0.01772
0.30270,-59.784,-11.197,11.197,0.01840
0.30280,-59.768,-11.593,11.593,0.01908
0.30290,-59.751,-11.986,11.986,0.01975
0.30300,-59.734,-12.377,12.377,0.02043
0.30310,-59.716,-12.767,12.767,0.02111
0.30320,-59.697,-13.154,13.154,0.02179
0.30330,-59.678,-13.539,13.539,0.02247
0.30340,-59.658,-13.921,13.921,0.02315
0.30350,-59.638,-14.301,14.301,0.02383
0.30360,-59.617,-14.679,14.679,0.02450
0.30370,-59.595,-15.054,15.054,0.02518
0.30380,-59.573,-15.427,15.427,0.02586
0.30390,-59.550,-15.798,15.798,0.02654
0.30400,-59.527,-16.165,16.165,0.02721
0.30410,-59.503,-16.530,16.530,0.02789
0.30420,-59.478,-16.893,16.893,0.02857
0.30430,-59.453,-17.253,17.253,0.02924
0.30440,-59.428,-17.610,17.610,0.02992
0.30450,-59.401,-17.964,17.964,0.03059
0.30460,-59.375,-18.316,18.316,0.03127
0.30470,-59.347,-18.665,18.665,0.03194
0.30480,-59.319,-19.010,19.010,0.03262
0.30490,-59.290,-19.354,19.354,0.03329
0.30500,-59.261,-19.694,19.694,0.03397
0.30510,-59.232,-20.031,20.031,0.03464
0.30520,-59.201,-20.365,20.365,0.03531
0.30530,-59.170,-20.696,20.696,0.03599
0.30540,-59.139,-21.025,21.025,0.03666
0.30550,-59.107,-21.350,21.350,0.03733
0.30560,-59.074,-21.672,21.672,0.03800
0.30570,-59.041,-21.991,21.991,0.03867
0.30580,-59.007,-22.307,22.307,0.03935
0.30590,-58.972,-22.621,22.621,0.04002
0.30600,-58.937,-22.930,22.930,0.04069
0.30610,-58.902,-23.237,23.237,0.04136
0.30620,-58.865,-23.541,23.541,0.04203
0.30630,-58.829,-23.842,23.842,0.04269
0.30640,-58.791,-24.139,24.139,0.04336
0.30650,-58.753,-24.434,24.434,0.04403
0.30660,-58.715,-24.725,24.725,0.04470
0.30670,-58.676,-25.013,25.013,0.04537
0.30680,-58.636,-25.298,25.298,0.04603
0.30690,-58.596,-25.580,25.580,0.04670
0.30700,-58.555,-25.859,25.859,0.04737
0.30710,-58.514,-26.135,26.135,0.04803
0.30720,-58.472,-26.407,26.407,0.04870
0.30730,-58.429,-26.677,26.677,0.04936
0.30740,-58.386,-26.943,26.943,0.05002
0.30750,-58.342,-27.206,27.206,0.05069
0.30760,-58.298,-27.466,27.466,0.05135
0.30770,-58.253,-27.723,27.723,0.05201
0.30780,-58.208,-27.977,27.977,0.05268
0.30790,-58.162,-28.228,28.228,0.05334
0.30800,-58.115,-28.476,28.476,0.05400
0.30810,-58.068,-28.721,28.721,0.05466
0.30820,-58.020,-28.962,28.962,0.05532
0.30830,-57.972,-29.201,29.201,0.05598
0.30840,-57.923,-29.437,29.437,0.05664
0.30850,-57.873,-29.670,29.670,0.05730
0.30860,-57.823,-29.899,29.899,0.05795
0.30870,-57.773,-30.126,30.126,0.05861
0.30880,-57.722,-30.350,30.350,0.05927
0.30890,-57.670,-30.571,30.571,0.05992
0.30900,-57.618,-30.789,30.789,0.06058
0.30910,-57.565,-31.004,31.004,0.06123
0.30920,-57.511,-31.217,31.217,0.06189
0.30930,-57.457,-31.426,31.426,0.06254
0.30940,-57.403,-31.633,31.633,0.06319
0.30950,-57.348,-31.837,31.837,0.06385
0.30960,-57.292,-32.038,32.038,0.06450
0.30970,-57.236,-32.236,32.236,0.06515
0.30980,-57.179,-32.432,32.432,0.06580
0.30990,-57.121,-32.625,32.625,0.06645
0.31000,-57.063,-32.815,32.815,0.06710
0.31010,-57.005,-33.002,33.002,0.06775
0.31020,-56.946,-33.187,33.187,0.06839
0.31030,-56.886,-33.369,33.369,0.06904
0.31040,-56.826,-33.549,33.549,0.06969
0.31050,-56.765,-33.726,33.726,0.07033
0.31060,-56.704,-33.901,33.901,0.07098
0.31070,-56.642,-34.073,34.073,0.07162
0.31080,-56.579,-34.243,34.243,0.07227
0.31090,-56.516,-34.410,34.410,0.07291
0.31100,-56.453,-34.574,34.574,0.07355
0.31110,-56.389,-34.737,34.737,0.07419
0.31120,-56.324,-34.897,34.897,0.07483
0.31130,-56.259,-35.054,35.054,0.07547
0.31140,-56.193,-35.209,35.209,0.07611
0.31150,-56.127,-35.362,35.362,0.07675
0.31160,-56.060,-35.513,35.513,0.07739
0.31170,-55.992,-35.661,35.661,0.07803
0.31180,-55.924,-35.807,35.807,0.07866
0.31190,-55.856,-35.951,35.951,0.07930
0.31200,-55.787,-36.093,36.093,0.07993
0.31210,-55.717,-36.232,36.232,0.08057
0.31220,-55.647,-36.370,36.370,0.08120
0.31230,-55.576,-36.505,36.505,0.08183
0.31240,-55.505,-36.639,36.639,0.08246
0.31250,-55.433,-36.770,36.770,0.08309
0.31260,-55.360,-36.899,36.899,0.08372
0.31270,-55.287,-37.026,37.026,0.08435
0.31280,-55.214,-37.151,37.151,0.08498
0.31290,-55.140,-37.275,37.275,0.08561
0.31300,-55.065,-37.396,37.396,0.08623
0.31310,-54.990,-37.516,37.516,0.08686
0.31320,-54.914,-37.633,37.633,0.08748
0.31330,-54.838,-37.749,37.749,0.08811
0.31340,-54.761,-37.863,37.863,0.08873
0.31350,-54.684,-37.975,37.975,0.08935
0.31360,-54.606,-38.086,38.086,0.08997
0.31370,-54.528,-38.194,38.194,0.09059
0.31380,-54.449,-38.301,38.301,0.09121
0.31390,-54.370,-38.406,38.406,0.09183
0.31400,-54.290,-38.510,38.510,0.09245
0.31410,-54.209,-38.612,38.612,0.09307
0.31420,-54.128,-38.712,38.712,0.09368
0.31430,-54.046,-38.811,38.811,0.09430
0.31440,-53.964,-38.908,38.908,0.09491
0.31450,-53.882,-39.003,39.003,0.09552
0.31460,-53.798,-39.097,39.097,0.09614
0.31470,-53.715,-39.190,39.190,0.09675
0.31480,-53.630,-39.281,39.281,0.09736
0.31490,-53.546,-39.370,39.370,0.09797
0.31500,-53.460,-39.458,39.458,0.09858
0.31510,-53.375,-39.545,39.545,0.09918
0.31520,-53.288,-39.630,39.630,0.09979
0.31530,-53.201,-39.714,39.714,0.10039
0.31540,-53.114,-39.796,39.796,0.10100
0.31550,-53.026,-39.878,39.878,0.10160
0.31560,-52.937,-39.957,39.957,0.10220
0.31570,-52.848,-40.036,40.036,0.10281
0.31580,-52.759,-40.113,40.113,0.10341
0.31590,-52.669,-40.189,40.189,0.10401
0.31600,-52.578,-40.264,40.264,0.10460
0.31610,-52.487,-40.337,40.337,0.10520
0.31620,-52.396,-40.410,40.410,0.10580
0.31630,-52.304,-40.481,40.481,0.10639
0.31640,-52.211,-40.551,40.551,0.10699
0.31650,-52.118,-40.620,40.620,0.10758
0.31660,-52.024,-40.687,40.687,0.10817
0.31670,-51.930,-40.754,40.754,0.10876
0.31680,-51.835,-40.819,40.819,0.10935
0.31690,-51.740,-40.884,40.884,0.10994
0.31700,-51.645,-40.947,40.947,0.11053
0.31710,-51.548,-41.009,41.009,0.11112
0.31720,-51.452,-41.070,41.070,0.11170
0.31730,-51.354,-41.131,41.131,0.11229
0.31740,-51.257,-41.190,41.190,0.11287
0.31750,-51.158,-41.248,41.248,0.11345
0.31760,-51.060,-41.305,41.305,0.11403
0.31770,-50.960,-41.362,41.362,0.11461
0.31780,-50.861,-41.417,41.417,0.11519
0.31790,-50.760,-41.472,41.472,0.11577
0.31800,-50.660,-41.525,41.525,0.11634
0.31810,-50.558,-41.578,41.578,0.11692
0.31820,-50.457,-41.630,41.630,0.11749
0.31830,-50.354,-41.681,41.681,0.11807
0.31840,-50.252,-41.731,41.731,0.11864
0.31850,-50.148,-41.780,41.780,0.11921
0.31860,-50.045,-41.829,41.829,0.11978
0.31870,-49.940,-41.877,41.877,0.12035
0.31880,-49.836,-41.924,41.924,0.12092
0.31890,-49.731,-41.970,41.970,0.12148
0.31900,-49.625,-42.015,42.015,0.12205
0.31910,-49.519,-42.060,42.060,0.12261
0.31920,-49.412,-42.104,42.104,0.12317
0.31930,-49.305,-42.147,42.147,0.12373
0.31940,-49.197,-42.189,42.189,0.12429
0.31950,-49.089,-42.231,42.231,0.12485
0.31960,-48.980,-42.272,42.272,0.12541
0.31970,-48.871,-42.312,42.312,0.12597
0.31980,-48.762,-42.352,42.352,0.12652
0.31990,-48.652,-42.391,42.391,0.12707
0.32000,-48.541,-42.429,42.429,0.12763
0.32010,-48.430,-42.467,42.467,0.12818
0.32020,-48.318,-42.504,42.504,0.12873
0.32030,-48.206,-42.541,42.541,0.12928
0.32040,-48.094,-42.577,42.577,0.12982
0.32050,-47.981,-42.612,42.612,0.13037
0.32060,-47.868,-42.647,42.647,0.13091
0.32070,-47.754,-42.681,42.681,0.13146
0.32080,-47.639,-42.715,42.715,0.13200
0.32090,-47.525,-42.748,42.748,0.13254
0.32100,-47.409,-42.780,42.780,0.13308
0.32110,-47.294,-42.812,42.812,0.13362
0.32120,-47.177,-42.844,42.844,0.13416
0.32130,-47.061,-42.875,42.875,0.13469
0.32140,-46.943,-42.905,42.905,0.13523
0.32150,-46.826,-42.935,42.935,0.13576
0.32160,-46.708,-42.964,42.964,0.13629
0.32170,-46.589,-42.993,42.993,0.13682
0.32180,-46.470,-43.022,43.022,0.13735
0.32190,-46.351,-43.050,43.050,0.13788
0.32200,-46.231,-43.077,43.077,0.13840
0.32210,-46.110,-43.105,43.105,0.13893
0.32220,-45.990,-43.131,43.131,0.13945
0.32230,-45.868,-43.157,43.157,0.13998
0.32240,-45.747,-43.183,43.183,0.14050
0.32250,-45.624,-43.209,43.209,0.14102
0.32260,-45.502,-43.234,43.234,0.14153
0.32270,-45.379,-43.258,43.258,0.14205
0.32280,-45.255,-43.282,43.282,0.14257
0.32290,-45.131,-43.306,43.306,0.14308
0.32300,-45.007,-43.329,43.329,0.14359
0.32310,-44.882,-43.352,43.352,0.14410
0.32320,-44.756,-43.375,43.375,0.14461
0.32330,-44.631,-43.397,43.397,0.14512
0.32340,-44.505,-43.419,43.419,0.14563
0.32350,-44.378,-43.441,43.441,0.14613
0.32360,-44.251,-43.462,43.462,0.14664
0.32370,-44.123,-43.483,43.483,0.14714
0.32380,-43.995,-43.503,43.503,0.14764
0.32390,-43.867,-43.523,43.523,0.14814
0.32400,-43.738,-43.543,43.543,0.14864
0.32410,-43.609,-43.563,43.563,0.14913
0.32420,-43.479,-43.582,43.582,0.14963
0.32430,-43.349,-43.601,43.601,0.15012
0.32440,-43.219,-43.620,43.620,0.15061
0.32450,-43.088,-43.638,43.638,0.15110
0.32460,-42.956,-43.656,43.656,0.15159
0.32470,-42.824,-43.674,43.674,0.15208
0.32480,-42.692,-43.691,43.691,0.15257
0.32490,-42.559,-43.708,43.708,0.15305
0.32500,-42.426,-43.725,43.725,0.15354
0.32510,-42.293,-43.742,43.742,0.15402
0.32520,-42.159,-43.758,43.758,0.15450
0.32530,-42.025,-43.774,43.774,0.15498
0.32540,-41.890,-43.790,43.790,0.15545
0.32550,-41.755,-43.806,43.806,0.15593
0.32560,-41.619,-43.821,43.821,0.15640
0.32570,-41.483,-43.836,43.836,0.15687
0.32580,-41.347,-43.851,43.851,0.15734
0.32590,-41.210,-43.865,43.865,0.15781
0.32600,-41.073,-43.880,43.880,0.15828
0.32610,-40.935,-43.894,43.894,0.15875
0.32620,-40.797,-43.908,43.908,0.15921
0.32630,-40.659,-43.922,43.922,0.15968
0.32640,-40.520,-43.935,43.935,0.16014
0.32650,-40.381,-43.948,43.948,0.16060
0.32660,-40.241,-43.962,43.962,0.16106
0.32670,-40.101,-43.974,43.974,0.16151
0.32680,-39.961,-43.987,43.987,0.16197
0.32690,-39.820,-44.000,44.000,0.16242
0.32700,-39.679,-44.012,44.012,0.16287
0.32710,-39.537,-44.024,44.024,0.16332
0.32720,-39.395,-44.036,44.036,0.16377
0.32730,-39.253,-44.048,44.048,0.16422
0.32740,-39.110,-44.059,44.059,0.16466
0.32750,-38.967,-44.070,44.070,0.16511
0.32760,-38.823,-44.082,44.082,0.16555
0.32770,-38.679,-44.093,44.093,0.16599
0.32780,-38.535,-44.103,44.103,0.16643
0.32790,-38.390,-44.114,44.114,0.16687
0.32800,-38.245,-44.125,44.125,0.16730
0.32810,-38.100,-44.135,44.135,0.16774
0.32820,-37.954,-44.145,44.145,0.16817
0.32830,-37.808,-44.155,44.155,0.16860
0.32840,-37.661,-44.165,44.165,0.16903
0.32850,-37.515,-44.175,44.175,0.16946
0.32860,-37.367,-44.184,44.184,0.16988
0.32870,-37.220,-44.194,44.194,0.17031
0.32880,-37.072,-44.203,44.203,0.17073
0.32890,-36.923,-44.212,44.212,0.17115
0.32900,-36.774,-44.221,44.221,0.17157
0.32910,-36.625,-44.230,44.230,0.17198
0.32920,-36.476,-44.239,44.239,0.17240
0.32930,-36.326,-44.247,44.247,0.17281
0.32940,-36.176,-44.256,44.256,0.17323
0.32950,-36.025,-44.264,44.264,0.17364
0.32960,-35.874,-44.272,44.272,0.17405
0.32970,-35.723,-44.280,44.280,0.17445
0.32980,-35.571,-44.288,44.288,0.17486
0.32990,-35.419,-44.296,44.296,0.17526
0.33000,-35.267,-44.304,44.304,0.17566
0.33010,-35.114,-44.311,44.311,0.17606
0.33020,-34.961,-44.319,44.319,0.17646
0.33030,-34.808,-44.326,44.326,0.17686
0.33040,-34.654,-44.333,44.333,0.17725
0.33050,-34.500,-44.341,44.341,0.17765
0.33060,-34.346,-44.348,44.348,0.17804
0.33070,-34.191,-44.355,44.355,0.17843
0.33080,-34.036,-44.361,44.361,0.17881
0.33090,-33.881,-44.368,44.368,0.17920
0.33100,-33.725,-44.375,44.375,0.17959
0.33110,-33.569,-44.381,44.381,0.17997
0.33120,-33.413,-44.388,44.388,0.18035
0.33130,-33.256,-44.394,44.394,0.18073
0.33140,-33.099,-44.400,44.400,0.18110
0.33150,-32.941,-44.406,44.406,0.18148
0.33160,-32.784,-44.413,44.413,0.18185
0.33170,-32.626,-44.418,44.418,0.18223
0.33180,-32.467,-44.424,44.424,0.18260
0.33190,-32.309,-44.430,44.430,0.18296
0.33200,-32.150,-44.436,44.436,0.18333
0.33210,-31.990,-44.441,44.441,0.18369
0.33220,-31.831,-44.447,44.447,0.18406
0.33230,-31.671,-44.452,44.452,0.18442
0.33240,-31.510,-44.458,44.458,0.18478
0.33250,-31.350,-44.463,44.463,0.18513
0.33260,-31.189,-44.468,44.468,0.18549
0.33270,-31.028,-44.473,44.473,0.18584
0.33280,-30.866,-44.479,44.479,0.18620
0.33290,-30.705,-44.484,44.484,0.18655
0.33300,-30.542,-44.488,44.488,0.18689
0.33310,-30.380,-44.493,44.493,0.18724
0.33320,-30.217,-44.498,44.498,0.18758
0.33330,-30.054,-44.503,44.503,0.18793
0.33340,-29.891,-44.507,44.507,0.18827
0.33350,-29.728,-44.512,44.512,0.18861
0.33360,-29.564,-44.516,44.516,0.18894
0.33370,-29.399,-44.521,44.521,0.18928
0.33380,-29.235,-44.525,44.525,0.18961
0.33390,-29.070,-44.530,44.530,0.18994
0.33400,-28.905,-44.534,44.534,0.19027
0.33410,-28.740,-44.538,44.538,0.19060
0.33420,-28.574,-44.542,44.542,0.19093
0.33430,-28.408,-44.546,44.546,0.19125
0.33440,-28.242,-44.550,44.550,0.19157
0.33450,-28.076,-44.554,44.554,0.19189
0.33460,-27.909,-44.558,44.558,0.19221
0.33470,-27.742,-44.562,44.562,0.19253
0.33480,-27.575,-44.566,44.566,0.19284
0.33490,-27.407,-44.569,44.569,0.19315
0.33500,-27.239,-44.573,44.573,0.19347
0.33510,-27.071,-44.577,44.577,0.19377
0.33520,-26.903,-44.580,44.580,0.19408
0.33530,-26.734,-44.584,44.584,0.19439
0.33540,-26.565,-44.587,44.587,0.19469
0.33550,-26.396,-44.591,44.591,0.19499
0.33560,-26.227,-44.594,44.594,0.19529
0.33570,-26.057,-44.597,44.597,0.19559
0.33580,-25.887,-44.600,44.600,0.19588
0.33590,-25.717,-44.604,44.604,0.19617
0.33600,-25.547,-44.607,44.607,0.19647
0.33610,-25.376,-44.610,44.610,0.19676
0.33620,-25.205,-44.613,44.613,0.19704
0.33630,-25.034,-44.616,44.616,0.19733
0.33640,-24.863,-44.619,44.619,0.19761
0.33650,-24.691,-44.622,44.622,0.19789
0.33660,-24.519,-44.625,44.625,0.19817
0.33670,-24.347,-44.628,44.628,0.19845
0.33680,-24.174,-44.631,44.631,0.19873
0.33690,-24.002,-44.633,44.633,0.19900
0.33700,-23.829,-44.636,44.636,0.19927
0.33710,-23.656,-44.639,44.639,0.19954
0.33720,-23.482,-44.641,44.641,0.19981
0.33730,-23.309,-44.644,44.644,0.20008
0.33740,-23.135,-44.647,44.647,0.20034
0.33750,-22.961,-44.649,44.649,0.20060
0.33760,-22.787,-44.652,44.652,0.20086
0.33770,-22.612,-44.654,44.654,0.20112
0.33780,-22.438,-44.657,44.657,0.20138
0.33790,-22.263,-44.659,44.659,0.20163
0.33800,-22.087,-44.661,44.661,0.20188
0.33810,-21.912,-44.664,44.664,0.20213
0.33820,-21.737,-44.666,44.666,0.20238
0.33830,-21.561,-44.668,44.668,0.20263
0.33840,-21.385,-44.670,44.670,0.20287
0.33850,-21.208,-44.673,44.673,0.20311
0.33860,-21.032,-44.675,44.675,0.20335
0.33870,-20.855,-44.677,44.677,0.20359
0.33880,-20.679,-44.679,44.679,0.20383
0.33890,-20.502,-44.681,44.681,0.20406
0.33900,-20.324,-44.683,44.683,0.20429
0.33910,-20.147,-44.685,44.685,0.20452
0.33920,-19.969,-44.687,44.687,0.20475
0.33930,-19.791,-44.689,44.689,0.20498
0.33940,-19.613,-44.691,44.691,0.20520
0.33950,-19.435,-44.693,44.693,0.20542
0.33960,-19.257,-44.695,44.695,0.20564
0.33970,-19.078,-44.696,44.696,0.20586
0.33980,-18.899,-44.698,44.698,0.20608
0.33990,-18.720,-44.700,44.700,0.20629
0.34000,-18.541,-44.702,44.702,0.20650
0.34010,-18.362,-44.703,44.703,0.20671
0.34020,-18.182,-44.705,44.705,0.20692
0.34030,-18.002,-44.707,44.707,0.20713
0.34040,-17.822,-44.708,44.708,0.20733
0.34050,-17.642,-44.710,44.710,0.20753
0.34060,-17.462,-44.712,44.712,0.20773
0.34070,-17.282,-44.713,44.713,0.20793
0.34080,-17.101,-44.715,44.715,0.20813
0.34090,-16.920,-44.716,44.716,0.20832
0.34100,-16.739,-44.718,44.718,0.20851
0.34110,-16.558,-44.719,44.719,0.20870
0.34120,-16.377,-44.721,44.721,0.20889
0.34130,-16.196,-44.722,44.722,0.20907
0.34140,-16.014,-44.724,44.724,0.20925
0.34150,-15.832,-44.725,44.725,0.20944
0.34160,-15.650,-44.726,44.726,0.20961
0.34170,-15.468,-44.728,44.728,0.20979
0.34180,-15.286,-44.729,44.729,0.20997
0.34190,-15.104,-44.730,44.730,0.21014
0.34200,-14.921,-44.731,44.731,0.21031
0.34210,-14.739,-44.733,44.733,0.21048
0.34220,-14.556,-44.734,44.734,0.21064
0.34230,-14.373,-44.735,44.735,0.21081
0.34240,-14.190,-44.736,44.736,0.21097
0.34250,-14.007,-44.737,44.737,0.21113
0.34260,-13.823,-44.739,44.739,0.21129
0.34270,-13.640,-44.740,44.740,0.21145
0.34280,-13.456,-44.741,44.741,0.21160
0.34290,-13.272,-44.742,44.742,0.21175
0.34300,-13.089,-44.743,44.743,0.21190
0.34310,-12.905,-44.744,44.744,0.21205
0.34320,-12.720,-44.745,44.745,0.21220
0.34330,-12.536,-44.746,44.746,0.21234
0.34340,-12.352,-44.747,44.747,0.21248
0.34350,-12.167,-44.748,44.748,0.21262
0.34360,-11.983,-44.749,44.749,0.21276
0.34370,-11.798,-44.750,44.750,0.21289
0.34380,-11.613,-44.751,44.751,0.21303
0.34390,-11.428,-44.752,44.752,0.21316
0.34400,-11.243,-44.753,44.753,0.21329
0.34410,-11.058,-44.753,44.753,0.21341
0.34420,-10.872,-44.754,44.754,0.21354
0.34430,-10.687,-44.755,44.755,0.21366
0.34440,-10.501,-44.756,44.756,0.21378
0.34450,-10.316,-44.757,44.757,0.21390
0.34460,-10.130,-44.758,44.758,0.21401
0.34470,-9.944,-44.758,44.758,0.21413
0.34480,-9.758,-44.759,44.759,0.21424
0.34490,-9.572,-44.760,44.760,0.21435
0.34500,-9.386,-44.760,44.760,0.21446
0.34510,-9.200,-44.761,44.761,0.21456
0.34520,-9.014,-44.762,44.762,0.21467
0.34530,-8.827,-44.762,44.762,0.21477
0.34540,-8.641,-44.763,44.763,0.21487
0.34550,-8.454,-44.764,44.764,0.21497
0.34560,-8.267,-44.764,44.764,0.21506
0.34570,-8.081,-44.765,44.765,0.21515
0.34580,-7.894,-44.766,44.766,0.21524
0.34590,-7.707,-44.766,44.766,0.21533
0.34600,-7.520,-44.767,44.767,0.21542
0.34610,-7.333,-44.767,44.767,0.21550
0.34620,-7.146,-44.768,44.768,0.21559
0.34630,-6.959,-44.768,44.768,0.21567
0.34640,-6.771,-44.769,44.769,0.21574
0.34650,-6.584,-44.769,44.769,0.21582
0.34660,-6.397,-44.770,44.770,0.21589
0.34670,-6.209,-44.770,44.770,0.21597
0.34680,-6.022,-44.771,44.771,0.21604
0.34690,-5.834,-44.771,44.771,0.21610
0.34700,-5.646,-44.771,44.771,0.21617
0.34710,-5.459,-44.772,44.772,0.21623
0.34720,-5.271,-44.772,44.772,0.21629
0.34730,-5.083,-44.773,44.773,0.21635
0.34740,-4.895,-44.773,44.773,0.21641
0.34750,-4.708,-44.773,44.773,0.21646
0.34760,-4.520,-44.774,44.774,0.21651
0.34770,-4.332,-44.774,44.774,0.21656
0.34780,-4.144,-44.774,44.774,0.21661
0.34790,-3.956,-44.775,44.775,0.21666
0.34800,-3.767,-44.775,44.775,0.21670
0.34810,-3.579,-44.775,44.775,0.21674
0.34820,-3.391,-44.775,44.775,0.21678
0.34830,-3.203,-44.776,44.776,0.21682
0.34840,-3.015,-44.776,44.776,0.21686
0.34850,-2.826,-44.776,44.776,0.21689
0.34860,-2.638,-44.776,44.776,0.21692
0.34870,-2.450,-44.776,44.776,0.21695
0.34880,-2.261,-44.777,44.777,0.21698
0.34890,-2.073,-44.777,44.777,0.21700
0.34900,-1.885,-44.777,44.777,0.21702
0.34910,-1.696,-44.777,44.777,0.21704
0.34920,-1.508,-44.777,44.777,0.21706
0.34930,-1.319,-44.777,44.777,0.21708
0.34940,-1.131,-44.777,44.777,0.21709
0.34950,-0.942,-44.777,44.777,0.21710
0.34960,-0.754,-44.777,44.777,0.21711
0.34970,-0.565,-44.777,44.777,0.21712
0.34980,-0.377,-44.777,44.777,0.21713
0.34990,-0.188,-44.777,44.777,0.21713
0.35000,0.000,-44.777,44.777,0.21713
0.35010,0.188,-44.777,44.777,0.21713
0.35020,0.377,-44.777,44.777,0.21713
0.35030,0.565,-44.777,44.777,0.21712
0.35040,0.754,-44.777,44.777,0.21711
0.35050,0.942,-44.777,44.777,0.21710
0.35060,1.131,-44.777,44.777,0.21709
0.35070,1.319,-44.777,44.777,0.21708
0.35080,1.508,-44.777,44.777,0.21706
0.35090,1.696,-44.777,44.777,0.21704
0.35100,1.885,-44.777,44.777,0.21702
0.35110,2.073,-44.777,44.777,0.21700
0.35120,2.261,-44.777,44.777,0.21698
0.35130,2.450,-44.776,44.776,0.21695
0.35140,2.638,-44.776,44.776,0.21692
0.35150,2.826,-44.776,44.776,0.21689
0.35160,3.015,-44.776,44.776,0.21686
0.35170,3.203,-44.776,44.776,0.21682
0.35180,3.391,-44.775,44.775,0.21678
0.35190,3.579,-44.775,44.775,0.21674
0.35200,3.767,-44.775,44.775,0.21670
0.35210,3.956,-44.775,44.775,0.21666
0.35220,4.144,-44.774,44.774,0.21661
0.35230,4.332,-44.774,44.774,0.21656
0.35240,4.520,-44.774,44.774,0.21651
0.35250,4.708,-44.773,44.773,0.21646
0.35260,4.895,-44.773,44.773,0.21641
0.35270,5.083,-44.773,44.773,0.21635
0.35280,5.271,-44.772,44.772,0.21629
0.35290,5.459,-44.772,44.772,0.21623
0.35300,5.646,-44.771,44.771,0.21617
0.35310,5.834,-44.771,44.771,0.21610
0.35320,6.022,-44.771,44.771,0.21604
0.35330,6.209,-44.770,44.770,0.21597
0.35340,6.397,-44.770,44.770,0.21589
0.35350,6.584,-44.769,44.769,0.21582
0.35360,6.771,-44.769,44.769,0.21574
0.35370,6.959,-44.768,44.768,0.21567
0.35380,7.146,-44.768,44.768,0.21559
0.35390,7.333,-44.767,44.767,0.21550
0.35400,7.520,-44.767,44.767,0.21542
0.35410,7.707,-44.766,44.766,0.21533
0.35420,7.894,-44.766,44.766,0.21524
0.35430,8.081,-44.765,44.765,0.21515
0.35440,8.267,-44.764,44.764,0.21506
0.35450,8.454,-44.764,44.764,0.21497
0.35460,8.641,-44.763,44.763,0.21487
0.35470,8.827,-44.762,44.762,0.21477
0.35480,9.014,-44.762,44.762,0.21467
0.35490,9.200,-44.761,44.761,0.21456
0.35500,9.386,-44.760,44.760,0.21446
0.35510,9.572,-44.760,44.760,0.21435
0.35520,9.758,-44.759,44.759,0.21424
0.35530,9.944,-44.758,44.758,0.21413
0.35540,10.130,-44.758,44.758,0.21401
0.35550,10.316,-44.757,44.757,0.21390
