t_s,stroke_deg,pitch_deg,alpha_deg,speed_mps
0.17360,40.520,-43.935,43.935,0.16014
0.17370,40.659,-43.922,43.922,0.15968
0.17380,40.797,-43.908,43.908,0.15921
0.17390,40.935,-43.894,43.894,0.15875
0.17400,41.073,-43.880,43.880,0.15828
0.17410,41.210,-43.865,43.865,0.15781
0.17420,41.347,-43.851,43.851,0.15734
0.17430,41.483,-43.836,43.836,0.15687
0.17440,41.619,-43.821,43.821,0.15640
0.17450,41.755,-43.806,43.806,0.15593
0.17460,41.890,-43.790,43.790,0.15545
0.17470,42.025,-43.774,43.774,0.15498
0.17480,42.159,-43.758,43.758,0.15450
0.17490,42.293,-43.742,43.742,0.15402
0.17500,42.426,-43.725,43.725,0.15354
0.17510,42.559,-43.708,43.708,0.15305
0.17520,42.692,-43.691,43.691,0.15257
0.17530,42.824,-43.674,43.674,0.15208
0.17540,42.956,-43.656,43.656,0.15159
0.17550,43.088,-43.638,43.638,0.15110
0.17560,43.219,-43.620,43.620,0.15061
0.17570,43.349,-43.601,43.601,0.15012
0.17580,43.479,-43.582,43.582,0.14963
0.17590,43.609,-43.563,43.563,0.14913
0.17600,43.738,-43.543,43.543,0.14864
0.17610,43.867,-43.523,43.523,0.14814
0.17620,43.995,-43.503,43.503,0.14764
0.17630,44.123,-43.483,43.483,0.14714
0.17640,44.251,-43.462,43.462,0.14664
0.17650,44.378,-43.441,43.441,0.14613
0.17660,44.505,-43.419,43.419,0.14563
0.17670,44.631,-43.397,43.397,0.14512
0.17680,44.756,-43.375,43.375,0.14461
0.17690,44.882,-43.352,43.352,0.14410
0.17700,45.007,-43.329,43.329,0.14359
0.17710,45.131,-43.306,43.306,0.14308
0.17720,45.255,-43.282,43.282,0.14257
0.17730,45.379,-43.258,43.258,0.14205
0.17740,45.502,-43.234,43.234,0.14153
0.17750,45.624,-43.209,43.209,0.14102
0.17760,45.747,-43.183,43.183,0.14050
0.17770,45.868,-43.157,43.157,0.13998
0.17780,45.990,-43.131,43.131,0.13945
0.17790,46.110,-43.105,43.105,0.13893
0.17800,46.231,-43.077,43.077,0.13840
0.17810,46.351,-43.050,43.050,0.13788
0.17820,46.470,-43.022,43.022,0.13735
0.17830,46.589,-42.993,42.993,0.13682
0.17840,46.708,-42.964,42.964,0.13629
0.17850,46.826,-42.935,42.935,0.13576
0.17860,46.943,-42.905,42.905,0.13523
0.17870,47.061,-42.875,42.875,0.13469
0.17880,47.177,-42.844,42.844,0.13416
0.17890,47.294,-42.812,42.812,0.13362
0.17900,47.409,-42.780,42.780,0.13308
0.17910,47.525,-42.748,42.748,0.13254
0.17920,47.639,-42.715,42.715,0.13200
0.17930,47.754,-42.681,42.681,0.13146
0.17940,47.868,-42.647,42.647,0.13091
0.17950,47.981,-42.612,42.612,0.13037
0.17960,48.094,-42.577,42.577,0.12982
0.17970,48.206,-42.541,42.541,0.12928
0.17980,48.318,-42.504,42.504,0.12873
0.17990,48.430,-42.467,42.467,0.12818
0.18000,48.541,-42.429,42.429,0.12763
0.18010,48.652,-42.391,42.391,0.12707
0.18020,48.762,-42.352,42.352,0.12652
0.18030,48.871,-42.312,42.312,0.12597
0.18040,48.980,-42.272,42.272,0.12541
0.18050,49.089,-42.231,42.231,0.12485
0.18060,49.197,-42.189,42.189,0.12429
0.18070,49.305,-42.147,42.147,0.12373
0.18080,49.412,-42.104,42.104,0.12317
0.18090,49.519,-42.060,42.060,0.12261
0.18100,49.625,-42.015,42.015,0.12205
0.18110,49.731,-41.970,41.970,0.12148
0.18120,49.836,-41.924,41.924,0.12092
0.18130,49.940,-41.877,41.877,0.12035
0.18140,50.045,-41.829,41.829,0.11978
0.18150,50.148,-41.780,41.780,0.11921
0.18160,50.252,-41.731,41.731,0.11864
0.18170,50.354,-41.681,41.681,0.11807
0.18180,50.457,-41.630,41.630,0.11749
0.18190,50.558,-41.578,41.578,0.11692
0.18200,50.660,-41.525,41.525,0.11634
0.18210,50.760,-41.472,41.472,0.11577
0.18220,50.861,-41.417,41.417,0.11519
0.18230,50.960,-41.362,41.362,0.11461
0.18240,51.060,-41.305,41.305,0.11403
0.18250,51.158,-41.248,41.248,0.11345
0.18260,51.257,-41.190,41.190,0.11287
0.18270,51.354,-41.131,41.131,0.11229
0.18280,51.452,-41.070,41.070,0.11170
0.18290,51.548,-41.009,41.009,0.11112
0.18300,51.645,-40.947,40.947,0.11053
0.18310,51.740,-40.884,40.884,0.10994
0.18320,51.835,-40.819,40.819,0.10935
0.18330,51.930,-40.754,40.754,0.10876
0.18340,52.024,-40.687,40.687,0.10817
0.18350,52.118,-40.620,40.620,0.10758
0.18360,52.211,-40.551,40.551,0.10699
0.18370,52.304,-40.481,40.481,0.10639
0.18380,52.396,-40.410,40.410,0.10580
0.18390,52.487,-40.337,40.337,0.10520
0.18400,52.578,-40.264,40.264,0.10460
0.18410,52.669,-40.189,40.189,0.10401
0.18420,52.759,-40.113,40.113,0.10341
0.18430,52.848,-40.036,40.036,0.10281
0.18440,52.937,-39.957,39.957,0.10220
0.18450,53.026,-39.878,39.878,0.10160
0.18460,53.114,-39.796,39.796,0.10100
0.18470,53.201,-39.714,39.714,0.10039
0.18480,53.288,-39.630,39.630,0.09979
0.18490,53.375,-39.545,39.545,0.09918
0.18500,53.460,-39.458,39.458,0.09858
0.18510,53.546,-39.370,39.370,0.09797
0.18520,53.630,-39.281,39.281,0.09736
0.18530,53.715,-39.190,39.190,0.09675
0.18540,53.798,-39.097,39.097,0.09614
0.18550,53.882,-39.003,39.003,0.09552
0.18560,53.964,-38.908,38.908,0.09491
0.18570,54.046,-38.811,38.811,0.09430
0.18580,54.128,-38.712,38.712,0.09368
0.18590,54.209,-38.612,38.612,0.09307
0.18600,54.290,-38.510,38.510,0.09245
0.18610,54.370,-38.406,38.406,0.09183
0.18620,54.449,-38.301,38.301,0.09121
0.18630,54.528,-38.194,38.194,0.09059
0.18640,54.606,-38.086,38.086,0.08997
0.18650,54.684,-37.975,37.975,0.08935
0.18660,54.761,-37.863,37.863,0.08873
0.18670,54.838,-37.749,37.749,0.08811
0.18680,54.914,-37.633,37.633,0.08748
0.18690,54.990,-37.516,37.516,0.08686
0.18700,55.065,-37.396,37.396,0.08623
0.18710,55.140,-37.275,37.275,0.08561
0.18720,55.214,-37.151,37.151,0.08498
0.18730,55.287,-37.026,37.026,0.08435
0.18740,55.360,-36.899,36.899,0.08372
0.18750,55.433,-36.770,36.770,0.08309
0.18760,55.505,-36.639,36.639,0.08246
0.18770,55.576,-36.505,36.505,0.08183
0.18780,55.647,-36.370,36.370,0.08120
0.18790,55.717,-36.232,36.232,0.08057
0.18800,55.787,-36.093,36.093,0.07993
0.18810,55.856,-35.951,35.951,0.07930
0.18820,55.924,-35.807,35.807,0.07866
0.18830,55.992,-35.661,35.661,0.07803
0.18840,56.060,-35.513,35.513,0.07739
0.18850,56.127,-35.362,35.362,0.07675
0.18860,56.193,-35.209,35.209,0.07611
0.18870,56.259,-35.054,35.054,0.07547
0.18880,56.324,-34.897,34.897,0.07483
0.18890,56.389,-34.737,34.737,0.07419
0.18900,56.453,-34.574,34.574,0.07355
0.18910,56.516,-34.410,34.410,0.07291
0.18920,56.579,-34.243,34.243,0.07227
0.18930,56.642,-34.073,34.073,0.07162
0.18940,56.704,-33.901,33.901,0.07098
0.18950,56.765,-33.726,33.726,0.07033
0.18960,56.826,-33.549,33.549,0.06969
0.18970,56.886,-33.369,33.369,0.06904
0.18980,56.946,-33.187,33.187,0.06839
0.18990,57.005,-33.002,33.002,0.06775
0.19000,57.063,-32.815,32.815,0.06710
0.19010,57.121,-32.625,32.625,0.06645
0.19020,57.179,-32.432,32.432,0.06580
0.19030,57.236,-32.236,32.236,0.06515
0.19040,57.292,-32.038,32.038,0.06450
0.19050,57.348,-31.837,31.837,0.06385
0.19060,57.403,-31.633,31.633,0.06319
0.19070,57.457,-31.426,31.426,0.06254
0.19080,57.511,-31.217,31.217,0.06189
0.19090,57.565,-31.004,31.004,0.06123
0.19100,57.618,-30.789,30.789,0.06058
0.19110,57.670,-30.571,30.571,0.05992
0.19120,57.722,-30.350,30.350,0.05927
0.19130,57.773,-30.126,30.126,0.05861
0.19140,57.823,-29.899,29.899,0.05795
0.19150,57.873,-29.670,29.670,0.05730
0.19160,57.923,-29.437,29.437,0.05664
0.19170,57.972,-29.201,29.201,0.05598
0.19180,58.020,-28.962,28.962,0.05532
0.19190,58.068,-28.721,28.721,0.05466
0.19200,58.115,-28.476,28.476,0.05400
0.19210,58.162,-28.228,28.228,0.05334
0.19220,58.208,-27.977,27.977,0.05268
0.19230,58.253,-27.723,27.723,0.05201
0.19240,58.298,-27.466,27.466,0.05135
0.19250,58.342,-27.206,27.206,0.05069
0.19260,58.386,-26.943,26.943,0.05002
0.19270,58.429,-26.677,26.677,0.04936
0.19280,58.472,-26.407,26.407,0.04870
0.19290,58.514,-26.135,26.135,0.04803
0.19300,58.555,-25.859,25.859,0.04737
0.19310,58.596,-25.580,25.580,0.04670
0.19320,58.636,-25.298,25.298,0.04603
0.19330,58.676,-25.013,25.013,0.04537
0.19340,58.715,-24.725,24.725,0.04470
0.19350,58.753,-24.434,24.434,0.04403
0.19360,58.791,-24.139,24.139,0.04336
0.19370,58.829,-23.842,23.842,0.04269
0.19380,58.865,-23.541,23.541,0.04203
0.19390,58.902,-23.237,23.237,0.04136
0.19400,58.937,-22.930,22.930,0.04069
0.19410,58.972,-22.621,22.621,0.04002
0.19420,59.007,-22.307,22.307,0.03935
0.19430,59.041,-21.991,21.991,0.03867
0.19440,59.074,-21.672,21.672,0.03800
0.19450,59.107,-21.350,21.350,0.03733
0.19460,59.139,-21.025,21.025,0.03666
0.19470,59.170,-20.696,20.696,0.03599
0.19480,59.201,-20.365,20.365,0.03531
0.19490,59.232,-20.031,20.031,0.03464
0.19500,59.261,-19.694,19.694,0.03397
0.19510,59.290,-19.354,19.354,0.03329
0.19520,59.319,-19.010,19.010,0.03262
0.19530,59.347,-18.665,18.665,0.03194
0.19540,59.375,-18.316,18.316,0.03127
0.19550,59.401,-17.964,17.964,0.03059
0.19560,59.428,-17.610,17.610,0.02992
0.19570,59.453,-17.253,17.253,0.02924
0.19580,59.478,-16.893,16.893,0.02857
0.19590,59.503,-16.530,16.530,0.02789
0.19600,59.527,-16.165,16.165,0.02721
0.19610,59.550,-15.798,15.798,0.02654
0.19620,59.573,-15.427,15.427,0.02586
0.19630,59.595,-15.054,15.054,0.02518
0.19640,59.617,-14.679,14.679,0.02450
0.19650,59.638,-14.301,14.301,0.02383
0.19660,59.658,-13.921,13.921,0.02315
0.19670,59.678,-13.539,13.539,0.02247
0.19680,59.697,-13.154,13.154,0.02179
0.19690,59.716,-12.767,12.767,0.02111
0.19700,59.734,-12.377,12.377,0.02043
0.19710,59.751,-11.986,11.986,0.01975
0.19720,59.768,-11.593,11.593,0.01908
0.19730,59.784,-11.197,11.197,0.01840
0.19740,59.800,-10.800,10.800,0.01772
0.19750,59.815,-10.401,10.401,0.01704
0.19760,59.830,-9.999,9.999,0.01636
0.19770,59.843,-9.597,9.597,0.01568
0.19780,59.857,-9.192,9.192,0.01500
0.19790,59.869,-8.786,8.786,0.01431
0.19800,59.882,-8.378,8.378,0.01363
0.19810,59.893,-7.969,7.969,0.01295
0.19820,59.904,-7.558,7.558,0.01227
0.19830,59.914,-7.146,7.146,0.01159
0.19840,59.924,-6.732,6.732,0.01091
0.19850,59.933,-6.317,6.317,0.01023
0.19860,59.942,-5.902,5.902,0.00955
0.19870,59.950,-5.485,5.485,0.00887
0.19880,59.957,-5.067,5.067,0.00818
0.19890,59.964,-4.648,4.648,0.00750
0.19900,59.970,-4.228,4.228,0.00682
0.19910,59.976,-3.807,3.807,0.00614
0.19920,59.981,-3.386,3.386,0.00546
0.19930,59.985,-2.964,2.964,0.00477
0.19940,59.989,-2.542,2.542,0.00409
0.19950,59.993,-2.119,2.119,0.00341
0.19960,59.995,-1.696,1.696,0.00273
0.19970,59.997,-1.272,1.272,0.00205
0.19980,59.999,-0.848,0.848,0.00136
0.19990,60.000,-0.424,0.424,0.00068
0.20000,60.000,-0.000,43.507,0.00000
0.20010,60.000,0.424,0.424,0.00068
0.20020,59.999,0.848,0.848,0.00136
0.20030,59.997,1.272,1.272,0.00205
0.20040,59.995,1.696,1.696,0.00273
0.20050,59.993,2.119,2.119,0.00341
0.20060,59.989,2.542,2.542,0.00409
0.20070,59.985,2.964,2.964,0.00477
0.20080,59.981,3.386,3.386,0.00546
0.20090,59.976,3.807,3.807,0.00614
0.20100,59.970,4.228,4.228,0.00682
0.20110,59.964,4.648,4.648,0.00750
0.20120,59.957,5.067,5.067,0.00818
0.20130,59.950,5.485,5.485,0.00887
0.20140,59.942,5.902,5.902,0.00955
0.20150,59.933,6.317,6.317,0.01023
0.20160,59.924,6.732,6.732,0.01091
0.20170,59.914,7.146,7.146,0.01159
0.20180,59.904,7.558,7.558,0.01227
0.20190,59.893,7.969,7.969,0.01295
0.20200,59.882,8.378,8.378,0.01363
0.20210,59.869,8.786,8.786,0.01431
0.20220,59.857,9.192,9.192,0.01500
0.20230,59.843,9.597,9.597,0.01568
0.20240,59.830,9.999,9.999,0.01636
0.20250,59.815,10.401,10.401,0.01704
0.20260,59.800,10.800,10.800,0.01772
0.20270,59.784,11.197,11.197,0.01840
0.20280,59.768,11.593,11.593,0.01908
0.20290,59.751,11.986,11.986,0.01975
0.20300,59.734,12.377,12.377,0.02043
0.20310,59.716,12.767,12.767,0.02111
0.20320,59.697,13.154,13.154,0.02179
0.20330,59.678,13.539,13.539,0.02247
0.20340,59.658,13.921,13.921,0.02315
0.20350,59.638,14.301,14.301,0.02383
0.20360,59.617,14.679,14.679,0.02450
0.20370,59.595,15.054,15.054,0.02518
0.20380,59.573,15.427,15.427,0.02586
0.20390,59.550,15.798,15.798,0.02654
0.20400,59.527,16.165,16.165,0.02721
0.20410,59.503,16.530,16.530,0.02789
0.20420,59.478,16.893,16.893,0.02857
0.20430,59.453,17.253,17.253,0.02924
0.20440,59.428,17.610,17.610,0.02992
0.20450,59.401,17.964,17.964,0.03059
0.20460,59.375,18.316,18.316,0.03127
0.20470,59.347,18.665,18.665,0.03194
0.20480,59.319,19.010,19.010,0.03262
0.20490,59.290,19.354,19.354,0.03329
0.20500,59.261,19.694,19.694,0.03397
0.20510,59.232,20.031,20.031,0.03464
0.20520,59.201,20.365,20.365,0.03531
0.20530,59.170,20.696,20.696,0.03599
0.20540,59.139,21.025,21.025,0.03666
0.20550,59.107,21.350,21.350,0.03733
0.20560,59.074,21.672,21.672,0.03800
0.20570,59.041,21.991,21.991,0.03867
0.20580,59.007,22.307,22.307,0.03935
0.20590,58.972,22.621,22.621,0.04002
0.20600,58.937,22.930,22.930,0.04069
0.20610,58.902,23.237,23.237,0.04136
0.20620,58.865,23.541,23.541,0.04203
0.20630,58.829,23.842,23.842,0.04269
0.20640,58.791,24.139,24.139,0.04336
0.20650,58.753,24.434,24.434,0.04403
0.20660,58.715,24.725,24.725,0.04470
0.20670,58.676,25.013,25.013,0.04537
0.20680,58.636,25.298,25.298,0.04603
0.20690,58.596,25.580,25.580,0.04670
0.20700,58.555,25.859,25.859,0.04737
0.20710,58.514,26.135,26.135,0.04803
0.20720,58.472,26.407,26.407,0.04870
0.20730,58.429,26.677,26.677,0.04936
0.20740,58.386,26.943,26.943,0.05002
0.20750,58.342,27.206,27.206,0.05069
0.20760,58.298,27.466,27.466,0.05135
0.20770,58.253,27.723,27.723,0.05201
0.20780,58.208,27.977,27.977,0.05268
0.20790,58.162,28.228,28.228,0.05334
0.20800,58.115,28.476,28.476,0.05400
0.20810,58.068,28.721,28.721,0.05466
0.20820,58.020,28.962,28.962,0.05532
0.20830,57.972,29.201,29.201,0.05598
0.20840,57.923,29.437,29.437,0.05664
0.20850,57.873,29.670,29.670,0.05730
0.20860,57.823,29.899,29.899,0.05795
0.20870,57.773,30.126,30.126,0.05861
0.20880,57.722,30.350,30.350,0.05927
0.20890,57.670,30.571,30.571,0.05992
0.20900,57.618,30.789,30.789,0.06058
0.20910,57.565,31.004,31.004,0.06123
0.20920,57.511,31.217,31.217,0.06189
0.20930,57.457,31.426,31.426,0.06254
0.20940,57.403,31.633,31.633,0.06319
0.20950,57.348,31.837,31.837,0.06385
0.20960,57.292,32.038,32.038,0.06450
0.20970,57.236,32.236,32.236,0.06515
0.20980,57.179,32.432,32.432,0.06580
0.20990,57.121,32.625,32.625,0.06645
0.21000,57.063,32.815,32.815,0.06710
0.21010,57.005,33.002,33.002,0.06775
0.21020,56.946,33.187,33.187,0.06839
0.21030,56.886,33.369,33.369,0.06904
0.21040,56.826,33.549,33.549,0.06969
0.21050,56.765,33.726,33.726,0.07033
0.21060,56.704,33.901,33.901,0.07098
0.21070,56.642,34.073,34.073,0.07162
0.21080,56.579,34.243,34.243,0.07227
0.21090,56.516,34.410,34.410,0.07291
0.21100,56.453,34.574,34.574,0.07355
0.21110,56.389,34.737,34.737,0.07419
0.21120,56.324,34.897,34.897,0.07483
0.21130,56.259,35.054,35.054,0.07547
0.21140,56.193,35.209,35.209,0.07611
0.21150,56.127,35.362,35.362,0.07675
0.21160,56.060,35.513,35.513,0.07739
0.21170,55.992,35.661,35.661,0.07803
0.21180,55.924,35.807,35.807,0.07866
0.21190,55.856,35.951,35.951,0.07930
0.21200,55.787,36.093,36.093,0.07993
0.21210,55.717,36.232,36.232,0.08057
0.21220,55.647,36.370,36.370,0.08120
0.21230,55.576,36.505,36.505,0.08183
0.21240,55.505,36.639,36.639,0.08246
0.21250,55.433,36.770,36.770,0.08309
0.21260,55.360,36.899,36.899,0.08372
0.21270,55.287,37.026,37.026,0.08435
0.21280,55.214,37.151,37.151,0.08498
0.21290,55.140,37.275,37.275,0.08561
0.21300,55.065,37.396,37.396,0.08623
0.21310,54.990,37.516,37.516,0.08686
0.21320,54.914,37.633,37.633,0.08748
0.21330,54.838,37.749,37.749,0.08811
0.21340,54.761,37.863,37.863,0.08873
0.21350,54.684,37.975,37.975,0.08935
0.21360,54.606,38.086,38.086,0.08997
0.21370,54.528,38.194,38.194,0.09059
0.21380,54.449,38.301,38.301,0.09121
0.21390,54.370,38.406,38.406,0.09183
0.21400,54.290,38.510,38.510,0.09245
0.21410,54.209,38.612,38.612,0.09307
0.21420,54.128,38.712,38.712,0.09368
0.21430,54.046,38.811,38.811,0.09430
0.21440,53.964,38.908,38.908,0.09491
0.21450,53.882,39.003,39.003,0.09552
0.21460,53.798,39.097,39.097,0.09614
0.21470,53.715,39.190,39.190,0.09675
0.21480,53.630,39.281,39.281,0.09736
0.21490,53.546,39.370,39.370,0.09797
0.21500,53.460,39.458,39.458,0.09858
0.21510,53.375,39.545,39.545,0.09918
0.21520,53.288,39.630,39.630,0.09979
0.21530,53.201,39.714,39.714,0.10039
0.21540,53.114,39.796,39.796,0.10100
0.21550,53.026,39.878,39.878,0.10160
0.21560,52.937,39.957,39.957,0.10220
0.21570,52.848,40.036,40.036,0.10281
0.21580,52.759,40.113,40.113,0.10341
0.21590,52.669,40.189,40.189,0.10401
0.21600,52.578,40.264,40.264,0.10460
0.21610,52.487,40.337,40.337,0.10520
0.21620,52.396,40.410,40.410,0.10580
0.21630,52.304,40.481,40.481,0.10639
0.21640,52.211,40.551,40.551,0.10699
0.21650,52.118,40.620,40.620,0.10758
0.21660,52.024,40.687,40.687,0.10817
0.21670,51.930,40.754,40.754,0.10876
0.21680,51.835,40.819,40.819,0.10935
0.21690,51.740,40.884,40.884,0.10994
0.21700,51.645,40.947,40.947,0.11053
0.21710,51.548,41.009,41.009,0.11112
0.21720,51.452,41.070,41.070,0.11170
0.21730,51.354,41.131,41.131,0.11229
0.21740,51.257,41.190,41.190,0.11287
0.21750,51.158,41.248,41.248,0.11345
0.21760,51.060,41.305,41.305,0.11403
0.21770,50.960,41.362,41.362,0.11461
0.21780,50.861,41.417,41.417,0.11519
0.21790,50.760,41.472,41.472,0.11577
0.21800,50.660,41.525,41.525,0.11634
0.21810,50.558,41.578,41.578,0.11692
0.21820,50.457,41.630,41.630,0.11749
0.21830,50.354,41.681,41.681,0.11807
0.21840,50.252,41.731,41.731,0.11864
0.21850,50.148,41.780,41.780,0.11921
0.21860,50.045,41.829,41.829,0.11978
0.21870,49.940,41.877,41.877,0.12035
0.21880,49.836,41.924,41.924,0.12092
0.21890,49.731,41.970,41.970,0.12148
0.21900,49.625,42.015,42.015,0.12205
0.21910,49.519,42.060,42.060,0.12261
0.21920,49.412,42.104,42.104,0.12317
0.21930,49.305,42.147,42.147,0.12373
0.21940,49.197,42.189,42.189,0.12429
0.21950,49.089,42.231,42.231,0.12485
0.21960,48.980,42.272,42.272,0.12541
0.21970,48.871,42.312,42.312,0.12597
0.21980,48.762,42.352,42.352,0.12652
0.21990,48.652,42.391,42.391,0.12707
0.22000,48.541,42.429,42.429,0.12763
0.22010,48.430,42.467,42.467,0.12818
0.22020,48.318,42.504,42.504,0.12873
0.22030,48.206,42.541,42.541,0.12928
0.22040,48.094,42.577,42.577,0.12982
0.22050,47.981,42.612,42.612,0.13037
0.22060,47.868,42.647,42.647,0.13091
0.22070,47.754,42.681,42.681,0.13146
0.22080,47.639,42.715,42.715,0.13200
0.22090,47.525,42.748,42.748,0.13254
0.22100,47.409,42.780,42.780,0.13308
0.22110,47.294,42.812,42.812,0.13362
0.22120,47.177,42.844,42.844,0.13416
0.22130,47.061,42.875,42.875,0.13469
0.22140,46.943,42.905,42.905,0.13523
0.22150,46.826,42.935,42.935,0.13576
0.22160,46.708,42.964,42.964,0.13629
0.22170,46.589,42.993,42.993,0.13682
0.22180,46.470,43.022,43.022,0.13735
0.22190,46.351,43.050,43.050,0.13788
0.22200,46.231,43.077,43.077,0.13840
0.22210,46.110,43.105,43.105,0.13893
0.22220,45.990,43.131,43.131,0.13945
0.22230,45.868,43.157,43.157,0.13998
0.22240,45.747,43.183,43.183,0.14050
0.22250,45.624,43.209,43.209,0.14102
0.22260,45.502,43.234,43.234,0.14153
0.22270,45.379,43.258,43.258,0.14205
0.22280,45.255,43.282,43.282,0.14257
0.22290,45.131,43.306,43.306,0.14308
0.22300,45.007,43.329,43.329,0.14359
0.22310,44.882,43.352,43.352,0.14410
0.22320,44.756,43.375,43.375,0.14461
0.22330,44.631,43.397,43.397,0.14512
0.22340,44.505,43.419,43.419,0.14563
0.22350,44.378,43.441,43.441,0.14613
0.22360,44.251,43.462,43.462,0.14664
0.22370,44.123,43.483,43.483,0.14714
0.22380,43.995,43.503,43.503,0.14764
0.22390,43.867,43.523,43.523,0.14814
0.22400,43.738,43.543,43.543,0.14864
0.22410,43.609,43.563,43.563,0.14913
0.22420,43.479,43.582,43.582,0.14963
0.22430,43.349,43.601,43.601,0.15012
0.22440,43.219,43.620,43.620,0.15061
0.22450,43.088,43.638,43.638,0.15110
0.22460,42.956,43.656,43.656,0.15159
0.22470,42.824,43.674,43.674,0.15208
0.22480,42.692,43.691,43.691,0.15257
0.22490,42.559,43.708,43.708,0.15305
0.22500,42.426,43.725,43.725,0.15354
0.22510,42.293,43.742,43.742,0.15402
0.22520,42.159,43.758,43.758,0.15450
0.22530,42.025,43.774,43.774,0.15498
0.22540,41.890,43.790,43.790,0.15545
0.22550,41.755,43.806,43.806,0.15593
0.22560,41.619,43.821,43.821,0.15640
0.22570,41.483,43.836,43.836,0.15687
0.22580,41.347,43.851,43.851,0.15734
0.22590,41.210,43.865,43.865,0.15781
0.22600,41.073,43.880,43.880,0.15828
0.22610,40.935,43.894,43.894,0.15875
0.22620,40.797,43.908,43.908,0.15921
0.22630,40.659,43.922,43.922,0.15968
0.22640,40.520,43.935,43.935,0.16014
0.22650,40.381,43.948,43.948,0.16060
0.22660,40.241,43.962,43.962,0.16106
0.22670,40.101,43.974,43.974,0.16151
0.22680,39.961,43.987,43.987,0.16197
0.22690,39.820,44.000,44.000,0.16242
0.22700,39.679,44.012,44.012,0.16287
0.22710,39.537,44.024,44.024,0.16332
0.22720,39.395,44.036,44.036,0.16377
0.22730,39.253,44.048,44.048,0.16422
0.22740,39.110,44.059,44.059,0.16466
0.22750,38.967,44.070,44.070,0.16511
0.22760,38.823,44.082,44.082,0.16555
0.22770,38.679,44.093,44.093,0.16599
0.22780,38.535,44.103,44.103,0.16643
0.22790,38.390,44.114,44.114,0.16687
0.22800,38.245,44.125,44.125,0.16730
0.22810,38.100,44.135,44.135,0.16774
0.22820,37.954,44.145,44.145,0.16817
0.22830,37.808,44.155,44.155,0.16860
0.22840,37.661,44.165,44.165,0.16903
0.22850,37.515,44.175,44.175,0.16946
0.22860,37.367,44.184,44.184,0.16988
0.22870,37.220,44.194,44.194,0.17031
0.22880,37.072,44.203,44.203,0.17073
0.22890,36.923,44.212,44.212,0.17115
0.22900,36.774,44.221,44.221,0.17157
0.22910,36.625,44.230,44.230,0.17198
0.22920,36.476,44.239,44.239,0.17240
0.22930,36.326,44.247,44.247,0.17281
0.22940,36.176,44.256,44.256,0.17323
0.22950,36.025,44.264,44.264,0.17364
0.22960,35.874,44.272,44.272,0.17405
0.22970,35.723,44.280,44.280,0.17445
0.22980,35.571,44.288,44.288,0.17486
0.22990,35.419,44.296,44.296,0.17526
0.23000,35.267,44.304,44.304,0.17566
0.23010,35.114,44.311,44.311,0.17606
0.23020,34.961,44.319,44.319,0.17646
0.23030,34.808,44.326,44.326,0.17686
0.23040,34.654,44.333,44.333,0.17725
0.23050,34.500,44.341,44.341,0.17765
0.23060,34.346,44.348,44.348,0.17804
0.23070,34.191,44.355,44.355,0.17843
0.23080,34.036,44.361,44.361,0.17881
0.23090,33.881,44.368,44.368,0.17920
0.23100,33.725,44.375,44.375,0.17959
0.23110,33.569,44.381,44.381,0.17997
0.23120,33.413,44.388,44.388,0.18035
0.23130,33.256,44.394,44.394,0.18073
0.23140,33.099,44.400,44.400,0.18110
0.23150,32.941,44.406,44.406,0.18148
0.23160,32.784,44.413,44.413,0.18185
0.23170,32.626,44.418,44.418,0.18223
0.23180,32.467,44.424,44.424,0.18260
0.23190,32.309,44.430,44.430,0.18296
0.23200,32.150,44.436,44.436,0.18333
0.23210,31.990,44.441,44.441,0.18369
0.23220,31.831,44.447,44.447,0.18406
0.23230,31.671,44.452,44.452,0.18442
0.23240,31.510,44.458,44.458,0.18478
0.23250,31.350,44.463,44.463,0.18513
0.23260,31.189,44.468,44.468,0.18549
0.23270,31.028,44.473,44.473,0.18584
0.23280,30.866,44.479,44.479,0.18620
0.23290,30.705,44.484,44.484,0.18655
0.23300,30.542,44.488,44.488,0.18689
0.23310,30.380,44.493,44.493,0.18724
0.23320,30.217,44.498,44.498,0.18758
0.23330,30.054,44.503,44.503,0.18793
0.23340,29.891,44.507,44.507,0.18827
0.23350,29.728,44.512,44.512,0.18861
0.23360,29.564,44.516,44.516,0.18894
0.23370,29.399,44.521,44.521,0.18928
0.23380,29.235,44.525,44.525,0.18961
0.23390,29.070,44.530,44.530,0.18994
0.23400,28.905,44.534,44.534,0.19027
0.23410,28.740,44.538,44.538,0.19060
0.23420,28.574,44.542,44.542,0.19093
0.23430,28.408,44.546,44.546,0.19125
0.23440,28.242,44.550,44.550,0.19157
0.23450,28.076,44.554,44.554,0.19189
0.23460,27.909,44.558,44.558,0.19221
0.23470,27.742,44.562,44.562,0.19253
0.23480,27.575,44.566,44.566,0.19284
0.23490,27.407,44.569,44.569,0.19315
0.23500,27.239,44.573,44.573,0.19347
0.23510,27.071,44.577,44.577,0.19377
0.23520,26.903,44.580,44.580,0.19408
0.23530,26.734,44.584,44.584,0.19439
0.23540,26.565,44.587,44.587,0.19469
0.23550,26.396,44.591,44.591,0.19499
0.23560,26.227,44.594,44.594,0.19529
0.23570,26.057,44.597,44.597,0.19559
