t_ms,pitch_deg,roll_deg,height_mm
201.1000,34.0710,-39.3554,46.3981
201.2000,34.1037,-39.4255,46.3838
201.3000,34.1419,-39.4956,46.3696
201.4000,34.1862,-39.5655,46.3553
201.5000,34.2371,-39.6354,46.3411
201.6000,34.2948,-39.7053,46.3269
201.7000,34.3599,-39.7751,46.3127
201.8000,34.4323,-39.8449,46.2986
201.9000,34.5123,-39.9147,46.2845
202.0000,34.5996,-39.9845,46.2705
202.1000,34.6943,-40.0543,46.2566
202.2000,34.7958,-40.1242,46.2428
202.3000,34.9038,-40.1941,46.2291
202.4000,35.0177,-40.2641,46.2155
202.5000,35.1368,-40.3341,46.2020
202.6000,35.2601,-40.4043,46.1886
202.7000,35.3869,-40.4745,46.1753
202.8000,35.5160,-40.5448,46.1622
202.9000,35.6464,-40.6152,46.1492
203.0000,35.7770,-40.6857,46.1363
203.1000,35.9067,-40.7562,46.1235
203.2000,36.0345,-40.8268,46.1109
203.3000,36.1591,-40.8973,46.0984
203.4000,36.2798,-40.9678,46.0860
203.5000,36.3955,-41.0383,46.0737
203.6000,36.5055,-41.1087,46.0615
203.7000,36.6091,-41.1790,46.0494
203.8000,36.7058,-41.2492,46.0374
203.9000,36.7953,-41.3192,46.0255
204.0000,36.8772,-41.3891,46.0136
204.1000,36.9515,-41.4588,46.0017
204.2000,37.0183,-41.5283,45.9899
204.3000,37.0776,-41.5977,45.9781
204.4000,37.1297,-41.6669,45.9663
204.5000,37.1750,-41.7361,45.9545
204.6000,37.2141,-41.8051,45.9427
204.7000,37.2473,-41.8741,45.9309
204.8000,37.2752,-41.9431,45.9190
204.9000,37.2985,-42.0122,45.9071
205.0000,37.3176,-42.0813,45.8951
205.1000,37.3333,-42.1506,45.8831
205.2000,37.3459,-42.2201,45.8710
205.3000,37.3562,-42.2898,45.8588
205.4000,37.3645,-42.3598,45.8465
205.5000,37.3714,-42.4302,45.8342
205.6000,37.3772,-42.5010,45.8218
205.7000,37.3824,-42.5722,45.8093
205.8000,37.3873,-42.6440,45.7966
205.9000,37.3923,-42.7163,45.7839
206.0000,37.3976,-42.7891,45.7711
206.1000,37.4032,-42.8624,45.7582
206.2000,37.4091,-42.9361,45.7452
206.3000,37.4154,-43.0103,45.7321
206.4000,37.4218,-43.0849,45.7189
206.5000,37.4283,-43.1597,45.7056
206.6000,37.4348,-43.2347,45.6922
206.7000,37.4410,-43.3095,45.6787
206.8000,37.4465,-43.3838,45.6651
206.9000,37.4510,-43.4575,45.6515
207.0000,37.4539,-43.5300,45.6377
207.1000,37.4547,-43.6012,45.6239
207.2000,37.4527,-43.6706,45.6099
207.3000,37.4476,-43.7380,45.5959
207.4000,37.4386,-43.8030,45.5819
207.5000,37.4252,-43.8652,45.5677
207.6000,37.4071,-43.9246,45.5535
207.7000,37.3838,-43.9807,45.5392
207.8000,37.3550,-44.0334,45.5248
207.9000,37.3203,-44.0826,45.5104
208.0000,37.2797,-44.1280,45.4959
208.1000,37.2330,-44.1698,45.4814
208.2000,37.1802,-44.2078,45.4668
208.3000,37.1215,-44.2422,45.4521
208.4000,37.0572,-44.2730,45.4374
208.5000,36.9874,-44.3006,45.4226
208.6000,36.9128,-44.3251,45.4078
208.7000,36.8337,-44.3468,45.3929
208.8000,36.7509,-44.3661,45.3780
208.9000,36.6651,-44.3836,45.3630
209.0000,36.5771,-44.3995,45.3480
209.1000,36.4876,-44.4144,45.3329
209.2000,36.3976,-44.4289,45.3178
209.3000,36.3079,-44.4434,45.3026
209.4000,36.2194,-44.4584,45.2874
209.5000,36.1330,-44.4744,45.2721
209.6000,36.0495,-44.4920,45.2568
209.7000,35.9696,-44.5115,45.2414
209.8000,35.8941,-44.5334,45.2260
209.9000,35.8235,-44.5579,45.2105
210.0000,35.7582,-44.5853,45.1951
210.1000,35.6988,-44.6160,45.1795
210.2000,35.6454,-44.6499,45.1639
210.3000,35.5983,-44.6873,45.1483
210.4000,35.5574,-44.7282,45.1326
210.5000,35.5227,-44.7725,45.1169
210.6000,35.4940,-44.8201,45.1011
210.7000,35.4711,-44.8710,45.0853
210.8000,35.4537,-44.9249,45.0694
210.9000,35.4413,-44.9818,45.0535
211.0000,35.4335,-45.0413,45.0375
211.1000,35.4298,-45.1032,45.0214
211.2000,35.4298,-45.1673,45.0053
211.3000,35.4329,-45.2334,44.9891
211.4000,35.4386,-45.3012,44.9728
211.5000,35.4464,-45.3704,44.9564
211.6000,35.4558,-45.4409,44.9400
211.7000,35.4665,-45.5124,44.9234
211.8000,35.4781,-45.5849,44.9068
211.9000,35.4900,-45.6581,44.8901
212.0000,35.5021,-45.7318,44.8733
212.1000,35.5138,-45.8060,44.8564
212.2000,35.5251,-45.8804,44.8394
212.3000,35.5356,-45.9551,44.8222
212.4000,35.5455,-46.0299,44.8050
212.5000,35.5547,-46.1050,44.7877
212.6000,35.5633,-46.1803,44.7702
212.7000,35.5713,-46.2556,44.7527
212.8000,35.5790,-46.3310,44.7350
212.9000,35.5867,-46.4063,44.7172
213.0000,35.5949,-46.4815,44.6994
213.1000,35.6041,-46.5565,44.6815
213.2000,35.6149,-46.6314,44.6635
213.3000,35.6282,-46.7061,44.6454
213.4000,35.6446,-46.7806,44.6273
213.5000,35.6648,-46.8551,44.6092
213.6000,35.6898,-46.9296,44.5910
213.7000,35.7201,-47.0041,44.5727
213.8000,35.7564,-47.0787,44.5545
213.9000,35.7994,-47.1534,44.5362
214.0000,35.8496,-47.2282,44.5180
214.1000,35.9073,-47.3032,44.4998
214.2000,35.9731,-47.3784,44.4816
214.3000,36.0469,-47.4538,44.4634
214.4000,36.1290,-47.5295,44.4453
214.5000,36.2193,-47.6054,44.4273
214.6000,36.3175,-47.6816,44.4093
214.7000,36.4234,-47.7580,44.3914
214.8000,36.5364,-47.8347,44.3736
214.9000,36.6558,-47.9116,44.3559
215.0000,36.7809,-47.9888,44.3383
215.1000,36.9108,-48.0662,44.3208
215.2000,37.0444,-48.1437,44.3034
215.3000,37.1806,-48.2213,44.2861
215.4000,37.3182,-48.2991,44.2689
215.5000,37.4561,-48.3768,44.2519
215.6000,37.5930,-48.4545,44.2349
215.7000,37.7277,-48.5321,44.2181
215.8000,37.8590,-48.6095,44.2014
215.9000,37.9859,-48.6866,44.1848
216.0000,38.1074,-48.7634,44.1683
216.1000,38.2226,-48.8399,44.1518
216.2000,38.3308,-48.9159,44.1355
216.3000,38.4315,-48.9914,44.1192
216.4000,38.5242,-49.0664,44.1030
216.5000,38.6087,-49.1409,44.0868
216.6000,38.6848,-49.2149,44.0706
216.7000,38.7526,-49.2883,44.0545
216.8000,38.8123,-49.3612,44.0384
216.9000,38.8642,-49.4336,44.0223
217.0000,38.9086,-49.5056,44.0062
217.1000,38.9462,-49.5772,43.9900
217.2000,38.9774,-49.6485,43.9739
217.3000,39.0029,-49.7196,43.9576
217.4000,39.0233,-49.7904,43.9414
217.5000,39.0393,-49.8612,43.9251
217.6000,39.0516,-49.9320,43.9087
217.7000,39.0606,-50.0028,43.8922
217.8000,39.0671,-50.0738,43.8757
217.9000,39.0715,-50.1450,43.8591
218.0000,39.0745,-50.2166,43.8424
218.1000,39.0764,-50.2885,43.8256
218.2000,39.0777,-50.3608,43.8087
218.3000,39.0788,-50.4337,43.7917
218.4000,39.0801,-50.5071,43.7746
218.5000,39.0818,-50.5810,43.7575
218.6000,39.0839,-50.6555,43.7402
218.7000,39.0865,-50.7303,43.7228
218.8000,39.0893,-50.8056,43.7054
218.9000,39.0924,-50.8814,43.6878
219.0000,39.0956,-50.9574,43.6702
219.1000,39.0987,-51.0336,43.6524
219.2000,39.1016,-51.1095,43.6346
219.3000,39.1038,-51.1851,43.6166
219.4000,39.1048,-51.2598,43.5986
219.5000,39.1041,-51.3335,43.5805
219.6000,39.1012,-51.4056,43.5623
219.7000,39.0953,-51.4759,43.5440
219.8000,39.0860,-51.5440,43.5256
219.9000,39.0725,-51.6096,43.5072
220.0000,39.0543,-51.6723,43.4887
220.1000,39.0308,-51.7318,43.4700
220.2000,39.0017,-51.7879,43.4514
220.3000,38.9666,-51.8403,43.4326
220.4000,38.9251,-51.8890,43.4138
220.5000,38.8770,-51.9337,43.3949
220.6000,38.8223,-51.9744,43.3759
220.7000,38.7609,-52.0112,43.3569
220.8000,38.6930,-52.0441,43.3378
220.9000,38.6189,-52.0732,43.3186
221.0000,38.5388,-52.0988,43.2993
221.1000,38.4533,-52.1211,43.2800
221.2000,38.3630,-52.1405,43.2606
221.3000,38.2686,-52.1574,43.2412
221.4000,38.1708,-52.1723,43.2217
221.5000,38.0704,-52.1856,43.2021
221.6000,37.9685,-52.1978,43.1825
221.7000,37.8659,-52.2095,43.1628
221.8000,37.7636,-52.2213,43.1430
221.9000,37.6626,-52.2337,43.1232
222.0000,37.5638,-52.2472,43.1033
222.1000,37.4681,-52.2624,43.0833
222.2000,37.3764,-52.2797,43.0633
222.3000,37.2893,-52.2994,43.0432
222.4000,37.2076,-52.3220,43.0231
222.5000,37.1317,-52.3478,43.0029
222.6000,37.0622,-52.3770,42.9827
222.7000,36.9992,-52.4098,42.9624
222.8000,36.9430,-52.4463,42.9420
222.9000,36.8937,-52.4864,42.9216
223.0000,36.8511,-52.5302,42.9012
223.1000,36.8151,-52.5776,42.8806
223.2000,36.7854,-52.6285,42.8600
223.3000,36.7616,-52.6826,42.8394
223.4000,36.7433,-52.7398,42.8187
223.5000,36.7301,-52.7998,42.7979
223.6000,36.7213,-52.8624,42.7770
223.7000,36.7164,-52.9272,42.7561
223.8000,36.7149,-52.9941,42.7351
223.9000,36.7162,-53.0627,42.7140
224.0000,36.7197,-53.1329,42.6928
224.1000,36.7250,-53.2043,42.6716
224.2000,36.7315,-53.2768,42.6502
224.3000,36.7389,-53.3501,42.6288
224.4000,36.7466,-53.4242,42.6073
224.5000,36.7542,-53.4987,42.5857
224.6000,36.7615,-53.5736,42.5639
224.7000,36.7680,-53.6487,42.5421
224.8000,36.7737,-53.7239,42.5201
224.9000,36.7785,-53.7993,42.4981
225.0000,36.7825,-53.8748,42.4759
225.1000,36.7857,-53.9506,42.4537
225.2000,36.7882,-54.0264,42.4313
225.3000,36.7903,-54.1021,42.4088
225.4000,36.7924,-54.1778,42.3863
225.5000,36.7949,-54.2533,42.3636
225.6000,36.7985,-54.3287,42.3409
225.7000,36.8039,-54.4039,42.3181
225.8000,36.8119,-54.4791,42.2952
225.9000,36.8234,-54.5541,42.2722
226.0000,36.8394,-54.6293,42.2492
226.1000,36.8605,-54.7045,42.2262
226.2000,36.8878,-54.7799,42.2032
226.3000,36.9219,-54.8556,42.1801
226.4000,36.9635,-54.9315,42.1570
226.5000,37.0133,-55.0078,42.1339
226.6000,37.0718,-55.0846,42.1108
226.7000,37.1394,-55.1618,42.0877
226.8000,37.2162,-55.2394,42.0646
226.9000,37.3025,-55.3175,42.0416
227.0000,37.3981,-55.3961,42.0187
227.1000,37.5029,-55.4753,41.9957
227.2000,37.6164,-55.5549,41.9729
227.3000,37.7381,-55.6349,41.9501
227.4000,37.8671,-55.7154,41.9274
227.5000,38.0027,-55.7962,41.9048
227.6000,38.1438,-55.8773,41.8823
227.7000,38.2891,-55.9587,41.8599
227.8000,38.4374,-56.0402,41.8376
227.9000,38.5874,-56.1217,41.8153
228.0000,38.7377,-56.2032,41.7932
228.1000,38.8868,-56.2845,41.7712
228.2000,39.0334,-56.3656,41.7493
228.3000,39.1762,-56.4462,41.7274
228.4000,39.3139,-56.5264,41.7057
228.5000,39.4454,-56.6059,41.6840
228.6000,39.5698,-56.6848,41.6624
228.7000,39.6862,-56.7629,41.6409
228.8000,39.7939,-56.8401,41.6194
228.9000,39.8926,-56.9164,41.5979
229.0000,39.9819,-56.9919,41.5765
229.1000,40.0617,-57.0664,41.5551
229.2000,40.1320,-57.1400,41.5338
229.3000,40.1931,-57.2128,41.5124
229.4000,40.2453,-57.2847,41.4910
229.5000,40.2891,-57.3559,41.4696
229.6000,40.3250,-57.4264,41.4482
229.7000,40.3538,-57.4963,41.4268
229.8000,40.3762,-57.5658,41.4052
229.9000,40.3927,-57.6348,41.3837
230.0000,40.4044,-57.7036,41.3621
230.1000,40.4117,-57.7723,41.3404
230.2000,40.4156,-57.8408,41.3186
230.3000,40.4166,-57.9095,41.2968
230.4000,40.4154,-57.9783,41.2749
230.5000,40.4126,-58.0473,41.2528
230.6000,40.4087,-58.1167,41.2307
230.7000,40.4043,-58.1866,41.2085
230.8000,40.3999,-58.2569,41.1862
230.9000,40.3957,-58.3279,41.1638
231.0000,40.3921,-58.3993,41.1413
231.1000,40.3891,-58.4712,41.1188
231.2000,40.3866,-58.5436,41.0961
231.3000,40.3845,-58.6165,41.0733
231.4000,40.3826,-58.6897,41.0504
231.5000,40.3809,-58.7633,41.0275
231.6000,40.3791,-58.8370,41.0044
231.7000,40.3770,-58.9106,40.9813
231.8000,40.3742,-58.9837,40.9580
231.9000,40.3701,-59.0560,40.9347
232.0000,40.3641,-59.1273,40.9113
232.1000,40.3556,-59.1970,40.8878
232.2000,40.3438,-59.2649,40.8641
232.3000,40.3280,-59.3305,40.8405
232.4000,40.3076,-59.3936,40.8167
232.5000,40.2818,-59.4537,40.7928
232.6000,40.2501,-59.5106,40.7689
232.7000,40.2119,-59.5640,40.7449
232.8000,40.1668,-59.6137,40.7207
232.9000,40.1145,-59.6595,40.6966
233.0000,40.0546,-59.7013,40.6723
233.1000,39.9871,-59.7391,40.6479
233.2000,39.9119,-59.7728,40.6235
233.3000,39.8293,-59.8025,40.5990
233.4000,39.7395,-59.8285,40.5744
233.5000,39.6428,-59.8508,40.5497
233.6000,39.5399,-59.8698,40.5250
233.7000,39.4313,-59.8859,40.5002
233.8000,39.3180,-59.8994,40.4752
233.9000,39.2007,-59.9108,40.4502
234.0000,39.0804,-59.9207,40.4252
234.1000,38.9582,-59.9295,40.4000
234.2000,38.8352,-59.9378,40.3748
234.3000,38.7124,-59.9462,40.3495
234.4000,38.5910,-59.9552,40.3241
234.5000,38.4721,-59.9655,40.2986
234.6000,38.3566,-59.9774,40.2731
234.7000,38.2455,-59.9914,40.2475
234.8000,38.1396,-60.0081,40.2218
234.9000,38.0398,-60.0277,40.1960
235.0000,37.9466,-60.0506,40.1702
235.1000,37.8606,-60.0770,40.1443
235.2000,37.7820,-60.1071,40.1183
235.3000,37.7112,-60.1409,40.0923
235.4000,37.6481,-60.1786,40.0662
235.5000,37.5926,-60.2199,40.0400
235.6000,37.5446,-60.2650,40.0138
235.7000,37.5038,-60.3136,39.9874
235.8000,37.4698,-60.3655,39.9611
235.9000,37.4419,-60.4206,39.9346
236.0000,37.4198,-60.4785,39.9081
236.1000,37.4027,-60.5390,39.8815
236.2000,37.3900,-60.6018,39.8548
236.3000,37.3810,-60.6666,39.8280
236.4000,37.3752,-60.7331,39.8012
236.5000,37.3718,-60.8012,39.7742
236.6000,37.3703,-60.8705,39.7472
236.7000,37.3701,-60.9408,39.7201
236.8000,37.3706,-61.0119,39.6929
236.9000,37.3713,-61.0836,39.6656
237.0000,37.3718,-61.1557,39.6382
237.1000,37.3717,-61.2281,39.6107
237.2000,37.3705,-61.3006,39.5831
237.3000,37.3681,-61.3732,39.5554
237.4000,37.3647,-61.4459,39.5276
237.5000,37.3601,-61.5187,39.4996
237.6000,37.3544,-61.5916,39.4716
237.7000,37.3479,-61.6646,39.4435
237.8000,37.3407,-61.7375,39.4152
237.9000,37.3334,-61.8103,39.3869
238.0000,37.3265,-61.8829,39.3585
238.1000,37.3207,-61.9554,39.3299
238.2000,37.3170,-62.0278,39.3014
238.3000,37.3164,-62.1001,39.2727
238.4000,37.3199,-62.1725,39.2440
238.5000,37.3286,-62.2450,39.2152
238.6000,37.3435,-62.3178,39.1864
238.7000,37.3656,-62.3908,39.1575
238.8000,37.3960,-62.4643,39.1286
238.9000,37.4355,-62.5383,39.0997
239.0000,37.4848,-62.6128,39.0707
239.1000,37.5446,-62.6879,39.0418
239.2000,37.6154,-62.7638,39.0129
239.3000,37.6974,-62.8402,38.9840
239.4000,37.7909,-62.9174,38.9551
239.5000,37.8958,-62.9954,38.9262
239.6000,38.0118,-63.0740,38.8974
239.7000,38.1384,-63.1532,38.8686
239.8000,38.2750,-63.2331,38.8399
239.9000,38.4206,-63.3136,38.8112
240.0000,38.5742,-63.3945,38.7826
240.1000,38.7344,-63.4759,38.7541
240.2000,38.8999,-63.5574,38.7257
240.3000,39.0691,-63.6392,38.6973
240.4000,39.2403,-63.7209,38.6690
240.5000,39.4119,-63.8025,38.6408
240.6000,39.5821,-63.8838,38.6127
240.7000,39.7492,-63.9647,38.5846
240.8000,39.9118,-64.0450,38.5567
240.9000,40.0682,-64.1245,38.5288
241.0000,40.2171,-64.2032,38.5009
241.1000,40.3573,-64.2809,38.4731
241.2000,40.4879,-64.3574,38.4454
241.3000,40.6081,-64.4329,38.4176
241.4000,40.7172,-64.5071,38.3900
241.5000,40.8150,-64.5801,38.3623
241.6000,40.9012,-64.6518,38.3346
241.7000,40.9761,-64.7223,38.3070
241.8000,41.0398,-64.7916,38.2793
241.9000,41.0928,-64.8598,38.2516
242.0000,41.1357,-64.9270,38.2239
242.1000,41.1691,-64.9932,38.1962
242.2000,41.1939,-65.0587,38.1684
242.3000,41.2109,-65.1235,38.1406
242.4000,41.2210,-65.1877,38.1127
242.5000,41.2252,-65.2516,38.0847
242.6000,41.2243,-65.3151,38.0567
242.7000,41.2192,-65.3785,38.0285
242.8000,41.2108,-65.4419,38.0003
242.9000,41.1999,-65.5054,37.9721
243.0000,41.1871,-65.5691,37.9437
243.1000,41.1732,-65.6332,37.9152
243.2000,41.1588,-65.6977,37.8866
243.3000,41.1444,-65.7627,37.8580
243.4000,41.1306,-65.8283,37.8292
243.5000,41.1176,-65.8944,37.8004
243.6000,41.1054,-65.9611,37.7714
243.7000,41.0939,-66.0282,37.7424
243.8000,41.0828,-66.0957,37.7132
243.9000,41.0720,-66.1637,37.6840
244.0000,41.0613,-66.2320,37.6547
244.1000,41.0506,-66.3004,37.6253
244.2000,41.0394,-66.3687,37.5958
244.3000,41.0274,-66.4366,37.5662
244.4000,41.0139,-66.5039,37.5365
244.5000,40.9983,-66.5700,37.5067
244.6000,40.9795,-66.6347,37.4768
244.7000,40.9569,-66.6977,37.4469
244.8000,40.9295,-66.7584,37.4168
244.9000,40.8965,-66.8166,37.3867
245.0000,40.8570,-66.8720,37.3564
245.1000,40.8103,-66.9242,37.3261
245.2000,40.7558,-66.9730,37.2957
245.3000,40.6929,-67.0181,37.2652
245.4000,40.6211,-67.0595,37.2346
245.5000,40.5401,-67.0969,37.2039
245.6000,40.4498,-67.1304,37.1732
245.7000,40.3501,-67.1599,37.1423
245.8000,40.2412,-67.1855,37.1113
245.9000,40.1234,-67.2073,37.0803
246.0000,39.9972,-67.2256,37.0491
246.1000,39.8632,-67.2407,37.0179
246.2000,39.7223,-67.2529,36.9866
246.3000,39.5753,-67.2626,36.9551
246.4000,39.4234,-67.2703,36.9236
246.5000,39.2677,-67.2764,36.8920
246.6000,39.1094,-67.2816,36.8603
246.7000,38.9500,-67.2863,36.8285
246.8000,38.7906,-67.2911,36.7966
246.9000,38.6328,-67.2965,36.7646
247.0000,38.4777,-67.3032,36.7325
247.1000,38.3266,-67.3115,36.7004
247.2000,38.1807,-67.3220,36.6681
247.3000,38.0411,-67.3351,36.6358
247.4000,37.9086,-67.3511,36.6033
247.5000,37.7840,-67.3704,36.5708
247.6000,37.6680,-67.3932,36.5382
247.7000,37.5609,-67.4196,36.5056
247.8000,37.4630,-67.4497,36.4728
247.9000,37.3744,-67.4836,36.4400
248.0000,37.2951,-67.5213,36.4070
248.1000,37.2247,-67.5625,36.3740
248.2000,37.1629,-67.6073,36.3410
248.3000,37.1092,-67.6553,36.3078
248.4000,37.0630,-67.7064,36.2746
248.5000,37.0235,-67.7604,36.2413
248.6000,36.9901,-67.8168,36.2079
248.7000,36.9618,-67.8755,36.1744
248.8000,36.9380,-67.9362,36.1409
248.9000,36.9177,-67.9985,36.1072
249.0000,36.9002,-68.0622,36.0735
249.1000,36.8848,-68.1271,36.0397
249.2000,36.8706,-68.1930,36.0057
249.3000,36.8571,-68.2595,35.9717
249.4000,36.8435,-68.3266,35.9376
249.5000,36.8293,-68.3940,35.9034
249.6000,36.8138,-68.4615,35.8691
249.7000,36.7968,-68.5291,35.8347
249.8000,36.7780,-68.5967,35.8002
249.9000,36.7575,-68.6643,35.7656
250.0000,36.7352,-68.7321,35.7308
250.1000,36.7114,-68.7999,35.6960
250.2000,36.6862,-68.8677,35.6610
250.3000,36.6600,-68.9355,35.6260
250.4000,36.6332,-69.0031,35.5908
250.5000,36.6067,-69.0706,35.5556
250.6000,36.5816,-69.1379,35.5203
250.7000,36.5589,-69.2051,35.4849
250.8000,36.5401,-69.2724,35.4494
250.9000,36.5265,-69.3398,35.4139
251.0000,36.5195,-69.4073,35.3783
251.1000,36.5205,-69.4752,35.3426
251.2000,36.5311,-69.5436,35.3069
251.3000,36.5523,-69.6125,35.2712
251.4000,36.5855,-69.6820,35.2354
251.5000,36.6317,-69.7523,35.1996
251.6000,36.6917,-69.8233,35.1638
251.7000,36.7663,-69.8952,35.1279
251.8000,36.8560,-69.9679,35.0921
251.9000,36.9609,-70.0416,35.0563
252.0000,37.0811,-70.1161,35.0205
252.1000,37.2161,-70.1914,34.9847
252.2000,37.3654,-70.2676,34.9489
252.3000,37.5281,-70.3445,34.9132
252.4000,37.7030,-70.4221,34.8775
252.5000,37.8886,-70.5002,34.8419
252.6000,38.0832,-70.5788,34.8063
252.7000,38.2850,-70.6576,34.7708
252.8000,38.4917,-70.7366,34.7353
252.9000,38.7013,-70.8156,34.6999
253.0000,38.9115,-70.8943,34.6646
253.1000,39.1199,-70.9726,34.6293
253.2000,39.3244,-71.0504,34.5940
253.3000,39.5227,-71.1274,34.5588
253.4000,39.7129,-71.2034,34.5237
253.5000,39.8932,-71.2783,34.4886
253.6000,40.0620,-71.3521,34.4535
253.7000,40.2180,-71.4244,34.4185
253.8000,40.3601,-71.4954,34.3834
253.9000,40.4875,-71.5649,34.3484
254.0000,40.5999,-71.6329,34.3134
254.1000,40.6970,-71.6993,34.2784
254.2000,40.7790,-71.7643,34.2434
254.3000,40.8461,-71.8279,34.2083
254.4000,40.8989,-71.8902,34.1732
254.5000,40.9383,-71.9513,34.1381
254.6000,40.9650,-72.0112,34.1030
254.7000,40.9803,-72.0702,34.0677
254.8000,40.9853,-72.1283,34.0325
254.9000,40.9811,-72.1859,33.9971
255.0000,40.9690,-72.2429,33.9617
255.1000,40.9501,-72.2995,33.9262
255.2000,40.9258,-72.3559,33.8907
255.3000,40.8970,-72.4123,33.8550
255.4000,40.8649,-72.4688,33.8193
255.5000,40.8304,-72.5255,33.7834
255.6000,40.7945,-72.5826,33.7475
255.7000,40.7580,-72.6400,33.7115
255.8000,40.7218,-72.6980,33.6754
255.9000,40.6863,-72.7566,33.6392
256.0000,40.6520,-72.8158,33.6029
256.1000,40.6188,-72.8755,33.5664
256.2000,40.5864,-72.9356,33.5299
256.3000,40.5546,-72.9962,33.4934
256.4000,40.5229,-73.0572,33.4567
256.5000,40.4913,-73.1186,33.4199
256.6000,40.4594,-73.1801,33.3830
256.7000,40.4270,-73.2415,33.3461
256.8000,40.3934,-73.3027,33.3090
256.9000,40.3577,-73.3632,33.2719
257.0000,40.3192,-73.4227,33.2347
257.1000,40.2766,-73.4809,33.1973
257.2000,40.2288,-73.5375,33.1599
257.3000,40.1746,-73.5919,33.1224
257.4000,40.1129,-73.6440,33.0848
257.5000,40.0426,-73.6934,33.0471
257.6000,39.9626,-73.7398,33.0093
257.7000,39.8720,-73.7830,32.9714
257.8000,39.7700,-73.8227,32.9334
257.9000,39.6560,-73.8587,32.8953
258.0000,39.5296,-73.8911,32.8571
258.1000,39.3904,-73.9196,32.8188
258.2000,39.2385,-73.9443,32.7804
258.3000,39.0739,-73.9654,32.7419
258.4000,38.8972,-73.9829,32.7033
258.5000,38.7088,-73.9970,32.6646
258.6000,38.5097,-74.0080,32.6258
258.7000,38.3008,-74.0163,32.5869
258.8000,38.0834,-74.0222,32.5479
258.9000,37.8590,-74.0262,32.5088
259.0000,37.6291,-74.0288,32.4695
259.1000,37.3953,-74.0304,32.4302
259.2000,37.1595,-74.0316,32.3907
259.3000,36.9233,-74.0329,32.3512
259.4000,36.6887,-74.0350,32.3115
259.5000,36.4573,-74.0381,32.2718
259.6000,36.2308,-74.0430,32.2319
259.7000,36.0108,-74.0499,32.1919
259.8000,35.7987,-74.0594,32.1518
259.9000,35.5958,-74.0717,32.1117
260.0000,35.4030,-74.0872,32.0714
260.1000,35.2211,-74.1061,32.0310
260.2000,35.0509,-74.1285,31.9906
260.3000,34.8925,-74.1545,31.9500
260.4000,34.7463,-74.1841,31.9094
260.5000,34.6119,-74.2174,31.8687
260.6000,34.4892,-74.2542,31.8278
260.7000,34.3776,-74.2943,31.7869
260.8000,34.2765,-74.3376,31.7460
260.9000,34.1849,-74.3839,31.7049
261.0000,34.1020,-74.4328,31.6637
261.1000,34.0266,-74.4842,31.6225
261.2000,33.9578,-74.5377,31.5812
261.3000,33.8943,-74.5930,31.5397
261.4000,33.8351,-74.6500,31.4982
261.5000,33.7790,-74.7082,31.4566
261.6000,33.7250,-74.7675,31.4149
261.7000,33.6721,-74.8277,31.3732
261.8000,33.6191,-74.8885,31.3313
261.9000,33.5653,-74.9496,31.2893
262.0000,33.5097,-75.0111,31.2472
262.1000,33.4515,-75.0726,31.2051
262.2000,33.3903,-75.1341,31.1628
262.3000,33.3257,-75.1955,31.1204
262.4000,33.2578,-75.2569,31.0779
262.5000,33.1867,-75.3184,31.0353
262.6000,33.1124,-75.3799,30.9926
262.7000,33.0354,-75.4415,30.9498
262.8000,32.9560,-75.5029,30.9068
262.9000,32.8752,-75.5642,30.8638
263.0000,32.7941,-75.6254,30.8207
263.1000,32.7144,-75.6864,30.7775
263.2000,32.6378,-75.7473,30.7343
263.3000,32.5665,-75.8083,30.6909
263.4000,32.5026,-75.8695,30.6475
263.5000,32.4483,-75.9309,30.6040
263.6000,32.4059,-75.9927,30.5605
263.7000,32.3777,-76.0551,30.5169
263.8000,32.3658,-76.1181,30.4732
263.9000,32.3721,-76.1818,30.4295
264.0000,32.3983,-76.2464,30.3858
264.1000,32.4460,-76.3119,30.3420
264.2000,32.5164,-76.3783,30.2982
264.3000,32.6103,-76.4457,30.2544
264.4000,32.7283,-76.5141,30.2106
264.5000,32.8703,-76.5835,30.1668
264.6000,33.0361,-76.6539,30.1230
264.7000,33.2246,-76.7251,30.0792
264.8000,33.4346,-76.7972,30.0354
264.9000,33.6642,-76.8700,29.9916
265.0000,33.9112,-76.9434,29.9479
265.1000,34.1730,-77.0173,29.9042
265.2000,34.4465,-77.0914,29.8605
265.3000,34.7285,-77.1657,29.8168
265.4000,35.0154,-77.2398,29.7732
265.5000,35.3038,-77.3137,29.7296
265.6000,35.5898,-77.3871,29.6861
265.7000,35.8700,-77.4598,29.6426
265.8000,36.1409,-77.5316,29.5991
265.9000,36.3993,-77.6022,29.5556
266.0000,36.6423,-77.6717,29.5122
266.1000,36.8673,-77.7397,29.4688
266.2000,37.0723,-77.8062,29.4253
266.3000,37.2556,-77.8711,29.3819
266.4000,37.4157,-77.9344,29.3385
266.5000,37.5521,-77.9959,29.2950
266.6000,37.6643,-78.0558,29.2516
266.7000,37.7524,-78.1140,29.2081
266.8000,37.8170,-78.1707,29.1646
266.9000,37.8587,-78.2259,29.1210
267.0000,37.8789,-78.2798,29.0774
267.1000,37.8788,-78.3325,29.0338
267.2000,37.8602,-78.3841,28.9900
267.3000,37.8247,-78.4348,28.9462
267.4000,37.7743,-78.4847,28.9024
267.5000,37.7108,-78.5342,28.8584
