t_ms,pitch_deg,roll_deg,height_mm
267.6000,37.6361,-78.5832,28.8144
267.7000,37.5522,-78.6320,28.7703
267.8000,37.4607,-78.6808,28.7261
267.9000,37.3633,-78.7296,28.6818
268.0000,37.2617,-78.7786,28.6375
268.1000,37.1573,-78.8280,28.5930
268.2000,37.0516,-78.8779,28.5484
268.3000,36.9457,-78.9284,28.5038
268.4000,36.8405,-78.9794,28.4590
268.5000,36.7367,-79.0310,28.4142
268.6000,36.6341,-79.0832,28.3692
268.7000,36.5322,-79.1359,28.3242
268.8000,36.4302,-79.1890,28.2790
268.9000,36.3276,-79.2425,28.2338
269.0000,36.2241,-79.2963,28.1885
269.1000,36.1193,-79.3504,28.1431
269.2000,36.0128,-79.4044,28.0976
269.3000,35.9036,-79.4582,28.0520
269.4000,35.7906,-79.5115,28.0064
269.5000,35.6724,-79.5639,27.9606
269.6000,35.5472,-79.6151,27.9147
269.7000,35.4131,-79.6648,27.8688
269.8000,35.2684,-79.7126,27.8227
269.9000,35.1111,-79.7581,27.7766
270.0000,34.9394,-79.8012,27.7303
270.1000,34.7517,-79.8415,27.6839
270.2000,34.5463,-79.8787,27.6375
270.3000,34.3219,-79.9128,27.5909
270.4000,34.0775,-79.9434,27.5443
270.5000,33.8123,-79.9705,27.4975
270.6000,33.5258,-79.9941,27.4506
270.7000,33.2178,-80.0141,27.4036
270.8000,32.8886,-80.0307,27.3565
270.9000,32.5387,-80.0439,27.3093
271.0000,32.1690,-80.0540,27.2620
271.1000,31.7809,-80.0611,27.2145
271.2000,31.3761,-80.0658,27.1670
271.3000,30.9564,-80.0682,27.1193
271.4000,30.5241,-80.0688,27.0715
271.5000,30.0817,-80.0681,27.0236
271.6000,29.6319,-80.0666,26.9755
271.7000,29.1773,-80.0647,26.9274
271.8000,28.7208,-80.0629,26.8791
271.9000,28.2653,-80.0618,26.8307
272.0000,27.8133,-80.0619,26.7822
272.1000,27.3676,-80.0636,26.7336
272.2000,26.9304,-80.0673,26.6848
272.3000,26.5040,-80.0734,26.6360
272.4000,26.0902,-80.0822,26.5870
272.5000,25.6905,-80.0941,26.5379
272.6000,25.3061,-80.1092,26.4887
272.7000,24.9378,-80.1277,26.4395
272.8000,24.5861,-80.1496,26.3901
272.9000,24.2512,-80.1751,26.3406
273.0000,23.9327,-80.2039,26.2910
273.1000,23.6301,-80.2361,26.2414
273.2000,23.3424,-80.2715,26.1916
273.3000,23.0686,-80.3100,26.1417
273.4000,22.8072,-80.3512,26.0918
273.5000,22.5567,-80.3950,26.0418
273.6000,22.3153,-80.4411,25.9916
273.7000,22.0811,-80.4891,25.9414
273.8000,21.8523,-80.5390,25.8911
273.9000,21.6269,-80.5902,25.8407
274.0000,21.4032,-80.6427,25.7902
274.1000,21.1791,-80.6962,25.7396
274.2000,20.9529,-80.7504,25.6889
274.3000,20.7229,-80.8052,25.6382
274.4000,20.4874,-80.8602,25.5873
274.5000,20.2446,-80.9155,25.5363
274.6000,19.9933,-80.9707,25.4852
274.7000,19.7324,-81.0259,25.4340
274.8000,19.4614,-81.0810,25.3828
274.9000,19.1801,-81.1360,25.3314
275.0000,18.8883,-81.1911,25.2799
275.1000,18.5863,-81.2462,25.2283
275.2000,18.2746,-81.3013,25.1765
275.3000,17.9544,-81.3564,25.1247
275.4000,17.6273,-81.4112,25.0728
275.5000,17.2961,-81.4659,25.0208
275.6000,16.9638,-81.5205,24.9688
275.7000,16.6342,-81.5750,24.9166
275.8000,16.3118,-81.6296,24.8643
275.9000,16.0009,-81.6844,24.8120
276.0000,15.7064,-81.7394,24.7596
276.1000,15.4332,-81.7949,24.7071
276.2000,15.1860,-81.8510,24.6546
276.3000,14.9696,-81.9078,24.6020
276.4000,14.7882,-81.9653,24.5494
276.5000,14.6461,-82.0238,24.4967
276.6000,14.5470,-82.0832,24.4440
276.7000,14.4939,-82.1436,24.3912
276.8000,14.4893,-82.2050,24.3384
276.9000,14.5350,-82.2675,24.2856
277.0000,14.6319,-82.3311,24.2327
277.1000,14.7799,-82.3956,24.1798
277.2000,14.9780,-82.4611,24.1270
277.3000,15.2242,-82.5275,24.0741
277.4000,15.5153,-82.5946,24.0212
277.5000,15.8472,-82.6623,23.9683
277.6000,16.2147,-82.7304,23.9155
277.7000,16.6117,-82.7988,23.8626
277.8000,17.0314,-82.8673,23.8098
277.9000,17.4662,-82.9356,23.7569
278.0000,17.9083,-83.0036,23.7041
278.1000,18.3493,-83.0710,23.6513
278.2000,18.7811,-83.1376,23.5985
278.3000,19.1953,-83.2033,23.5457
278.4000,19.5844,-83.2677,23.4929
278.5000,19.9409,-83.3307,23.4401
278.6000,20.2584,-83.3923,23.3873
278.7000,20.5311,-83.4522,23.3345
278.8000,20.7543,-83.5104,23.2816
278.9000,20.9242,-83.5668,23.2288
279.0000,21.0379,-83.6214,23.1759
279.1000,21.0939,-83.6743,23.1230
279.2000,21.0913,-83.7254,23.0700
279.3000,21.0305,-83.7749,23.0170
279.4000,20.9124,-83.8229,22.9640
279.5000,20.7390,-83.8695,22.9109
279.6000,20.5128,-83.9148,22.8577
279.7000,20.2369,-83.9589,22.8044
279.8000,19.9149,-84.0022,22.7511
279.9000,19.5504,-84.0448,22.6977
280.0000,19.1476,-84.0867,22.6442
280.1000,18.7105,-84.1283,22.5907
280.2000,18.2431,-84.1697,22.5370
280.3000,17.7491,-84.2110,22.4833
280.4000,17.2324,-84.2524,22.4294
280.5000,16.6963,-84.2941,22.3755
280.6000,16.1444,-84.3361,22.3215
280.7000,15.5795,-84.3787,22.2674
280.8000,15.0045,-84.4218,22.2132
280.9000,14.4214,-84.4656,22.1589
281.0000,13.8312,-84.5100,22.1045
281.1000,13.2335,-84.5549,22.0500
281.2000,12.6264,-84.6004,21.9954
281.3000,12.0074,-84.6463,21.9407
281.4000,11.3747,-84.6926,21.8859
281.5000,10.7270,-84.7393,21.8311
281.6000,10.0639,-84.7861,21.7761
281.7000,9.3846,-84.8331,21.7211
281.8000,8.6881,-84.8798,21.6660
281.9000,7.9726,-84.9261,21.6108
282.0000,7.2357,-84.9717,21.5554
282.1000,6.4749,-85.0162,21.5000
282.2000,5.6873,-85.0593,21.4445
282.3000,4.8701,-85.1007,21.3889
282.4000,4.0207,-85.1400,21.3332
282.5000,3.1370,-85.1771,21.2774
282.6000,2.2172,-85.2116,21.2215
282.7000,1.2605,-85.2432,21.1654
282.8000,0.2664,-85.2719,21.1093
282.9000,-0.7644,-85.2975,21.0531
283.0000,-1.8305,-85.3197,20.9967
283.1000,-2.9299,-85.3387,20.9402
283.2000,-4.0595,-85.3544,20.8837
283.3000,-5.2157,-85.3669,20.8270
283.4000,-6.3939,-85.3762,20.7701
283.5000,-7.5896,-85.3827,20.7132
283.6000,-8.7976,-85.3864,20.6561
283.7000,-10.0126,-85.3878,20.5989
283.8000,-11.2294,-85.3872,20.5416
283.9000,-12.4430,-85.3849,20.4841
284.0000,-13.6487,-85.3814,20.4265
284.1000,-14.8424,-85.3771,20.3688
284.2000,-16.0204,-85.3726,20.3110
284.3000,-17.1797,-85.3682,20.2530
284.4000,-18.3181,-85.3645,20.1949
284.5000,-19.4338,-85.3619,20.1367
284.6000,-20.5259,-85.3608,20.0783
284.7000,-21.5939,-85.3617,20.0199
284.8000,-22.6381,-85.3649,19.9613
284.9000,-23.6590,-85.3708,19.9025
285.0000,-24.6578,-85.3795,19.8437
285.1000,-25.6359,-85.3913,19.7848
285.2000,-26.5950,-85.4063,19.7257
285.3000,-27.5370,-85.4246,19.6666
285.4000,-28.4639,-85.4462,19.6073
285.5000,-29.3780,-85.4711,19.5479
285.6000,-30.2813,-85.4992,19.4884
285.7000,-31.1761,-85.5303,19.4289
285.8000,-32.0643,-85.5643,19.3692
285.9000,-32.9480,-85.6010,19.3094
286.0000,-33.8290,-85.6400,19.2496
286.1000,-34.7090,-85.6813,19.1896
286.2000,-35.5892,-85.7244,19.1295
286.3000,-36.4711,-85.7691,19.0694
286.4000,-37.3556,-85.8153,19.0092
286.5000,-38.2434,-85.8625,18.9488
286.6000,-39.1353,-85.9106,18.8884
286.7000,-40.0314,-85.9594,18.8279
286.8000,-40.9321,-86.0087,18.7673
286.9000,-41.8372,-86.0582,18.7065
287.0000,-42.7467,-86.1078,18.6457
287.1000,-43.6599,-86.1574,18.5848
287.2000,-44.5762,-86.2069,18.5238
287.3000,-45.4952,-86.2563,18.4627
287.4000,-46.4165,-86.3057,18.4014
287.5000,-47.3397,-86.3551,18.3401
287.6000,-48.2635,-86.4045,18.2787
287.7000,-49.1852,-86.4539,18.2171
287.8000,-50.1019,-86.5032,18.1555
287.9000,-51.0101,-86.5523,18.0938
288.0000,-51.9064,-86.6013,18.0319
288.1000,-52.7877,-86.6501,17.9700
288.2000,-53.6510,-86.6989,17.9080
288.3000,-54.4936,-86.7477,17.8459
288.4000,-55.3136,-86.7967,17.7838
288.5000,-56.1092,-86.8461,17.7215
288.6000,-56.8792,-86.8958,17.6592
288.7000,-57.6229,-86.9462,17.5968
288.8000,-58.3397,-86.9972,17.5344
288.9000,-59.0297,-87.0490,17.4718
289.0000,-59.6932,-87.1017,17.4093
289.1000,-60.3307,-87.1553,17.3466
289.2000,-60.9431,-87.2100,17.2839
289.3000,-61.5317,-87.2656,17.2212
289.4000,-62.0979,-87.3224,17.1584
289.5000,-62.6434,-87.3801,17.0956
289.6000,-63.1703,-87.4389,17.0328
289.7000,-63.6807,-87.4985,16.9699
289.8000,-64.1771,-87.5590,16.9070
289.9000,-64.6620,-87.6202,16.8441
290.0000,-65.1382,-87.6819,16.7812
290.1000,-65.6084,-87.7441,16.7183
290.2000,-66.0756,-87.8065,16.6553
290.3000,-66.5424,-87.8689,16.5924
290.4000,-67.0116,-87.9311,16.5294
290.5000,-67.4857,-87.9929,16.4664
290.6000,-67.9669,-88.0541,16.4034
290.7000,-68.4569,-88.1144,16.3404
290.8000,-68.9574,-88.1736,16.2774
290.9000,-69.4692,-88.2316,16.2144
291.0000,-69.9927,-88.2882,16.1513
291.1000,-70.5278,-88.3432,16.0883
291.2000,-71.0739,-88.3965,16.0251
291.3000,-71.6299,-88.4481,15.9620
291.4000,-72.1941,-88.4978,15.8988
291.5000,-72.7647,-88.5458,15.8356
291.6000,-73.3396,-88.5919,15.7723
291.7000,-73.9164,-88.6363,15.7090
291.8000,-74.4930,-88.6791,15.6456
291.9000,-75.0672,-88.7203,15.5822
292.0000,-75.6372,-88.7601,15.5187
292.1000,-76.2012,-88.7986,15.4551
292.2000,-76.7580,-88.8361,15.3914
292.3000,-77.3065,-88.8727,15.3277
292.4000,-77.8461,-88.9086,15.2639
292.5000,-78.3764,-88.9439,15.2000
292.6000,-78.8974,-88.9789,15.1360
292.7000,-79.4092,-89.0136,15.0719
292.8000,-79.9123,-89.0484,15.0077
292.9000,-80.4071,-89.0833,14.9435
293.0000,-80.8943,-89.1185,14.8791
293.1000,-81.3746,-89.1542,14.8146
293.2000,-81.8487,-89.1903,14.7501
293.3000,-82.3172,-89.2271,14.6854
293.4000,-82.7804,-89.2645,14.6207
293.5000,-83.2383,-89.3026,14.5558
293.6000,-83.6905,-89.3413,14.4909
293.7000,-84.1367,-89.3806,14.4259
293.8000,-84.5768,-89.4202,14.3608
293.9000,-85.0106,-89.4603,14.2956
294.0000,-85.4380,-89.5007,14.2303
294.1000,-85.8582,-89.5414,14.1649
294.2000,-86.2697,-89.5822,14.0995
294.3000,-86.6711,-89.6228,14.0339
294.4000,-87.0605,-89.6631,13.9683
294.5000,-87.4357,-89.7028,13.9025
294.6000,-87.7948,-89.7415,13.8367
294.7000,-88.1354,-89.7789,13.7708
294.8000,-88.4557,-89.8148,13.7047
294.9000,-88.7538,-89.8488,13.6386
295.0000,-89.0280,-89.8807,13.5723
295.1000,-89.2770,-89.9102,13.5060
295.2000,-89.4997,-89.9371,13.4395
295.3000,-89.6954,-89.9613,13.3729
295.4000,-89.8638,-89.9825,13.3062
295.5000,-90.0050,-90.0007,13.2394
295.6000,-90.1196,-90.0158,13.1725
295.7000,-90.2083,-90.0278,13.1054
295.8000,-90.2726,-90.0369,13.0382
295.9000,-90.3142,-90.0431,12.9709
296.0000,-90.3351,-90.0465,12.9035
296.1000,-90.3377,-90.0475,12.8359
296.2000,-90.3248,-90.0463,12.7682
296.3000,-90.2991,-90.0432,12.7004
296.4000,-90.2638,-90.0386,12.6324
296.5000,-90.2218,-90.0328,12.5643
296.6000,-90.1764,-90.0265,12.4961
296.7000,-90.1306,-90.0198,12.4277
296.8000,-90.0873,-90.0134,12.3592
296.9000,-90.0493,-90.0077,12.2906
297.0000,-90.0192,-90.0030,12.2218
297.1000,-89.9992,-89.9999,12.1529
297.2000,-89.9915,-89.9986,12.0839
297.3000,-89.9976,-89.9996,12.0147
297.4000,-90.0188,-90.0031,11.9454
297.5000,-90.0563,-90.0094,11.8760
297.6000,-90.1106,-90.0186,11.8064
297.7000,-90.1821,-90.0309,11.7368
297.8000,-90.2708,-90.0464,11.6670
297.9000,-90.3763,-90.0650,11.5971
298.0000,-90.4980,-90.0868,11.5271
298.1000,-90.6351,-90.1117,11.4570
298.2000,-90.7866,-90.1395,11.3868
298.3000,-90.9512,-90.1700,11.3165
298.4000,-91.1275,-90.2030,11.2461
298.5000,-91.3140,-90.2384,11.1756
298.6000,-91.5093,-90.2758,11.1050
298.7000,-91.7117,-90.3151,11.0343
298.8000,-91.9198,-90.3559,10.9635
298.9000,-92.1319,-90.3980,10.8927
299.0000,-92.3469,-90.4411,10.8217
299.1000,-92.5632,-90.4851,10.7506
299.2000,-92.7798,-90.5297,10.6794
299.3000,-92.9955,-90.5748,10.6082
299.4000,-93.2093,-90.6201,10.5368
299.5000,-93.4203,-90.6654,10.4653
299.6000,-93.6278,-90.7108,10.3938
299.7000,-93.8315,-90.7560,10.3221
299.8000,-94.0313,-90.8011,10.2504
